ls11cd,la11nm,london_imd_rank,london_imd_decile,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score
E01003884,Richmond upon Thames,4657,10,5.571,0.044,0.042,0.403,-1.395,0.082,11.579,19.699
E01003885,Richmond upon Thames,4593,10,6.094,0.043,0.036,0.679,-1.495,0.296,11.548,23.381
E01003886,Richmond upon Thames,4809,10,3.466,0.027,0.03,0.458,-2.095,-0.541,11.834,21.424
E01003887,Richmond upon Thames,4753,10,4.573,0.026,0.026,0.418,-1.724,-0.443,11.106,31.413
E01003888,Richmond upon Thames,3454,8,13.591,0.115,0.091,3.63,-0.388,-0.894,19.603,21.905
E01003889,Richmond upon Thames,4729,10,4.826,0.017,0.016,0.141,-1.783,-0.091,22.541,19.705
E01003890,Richmond upon Thames,4534,10,6.593,0.045,0.033,0.654,-1.662,-0.715,22.599,30.25
E01003891,Richmond upon Thames,4829,10,2.666,0.029,0.03,0.572,-2.048,-1.196,12.678,16.464
E01003892,Richmond upon Thames,4796,10,3.779,0.022,0.022,0.596,-1.902,-0.625,19.145,19.935
E01003893,Richmond upon Thames,4520,10,6.7,0.037,0.031,0.412,-1.658,-0.478,19.184,36.37
E01003894,Richmond upon Thames,4731,10,4.823,0.032,0.024,0.063,-1.924,-0.117,11.786,28.863
E01003895,Richmond upon Thames,4313,9,8.016,0.051,0.036,0.685,-1.804,0.125,14.699,36.927
E01003896,Richmond upon Thames,4390,10,7.551,0.033,0.026,1.594,-1.759,0.156,15.728,39.593
E01003897,Richmond upon Thames,4268,9,8.295,0.057,0.039,0.397,-1.176,0.216,18.182,29.134
E01003898,Richmond upon Thames,4329,9,7.887,0.065,0.043,1.019,-0.996,-0.01,9.249,31.044
E01003899,Richmond upon Thames,4698,10,5.147,0.038,0.032,0.729,-1.456,-0.295,10.162,29.179
E01003900,Richmond upon Thames,2311,5,21.164,0.145,0.116,10.552,-0.222,0.582,23.149,23.031
E01003901,Richmond upon Thames,4470,10,7.055,0.035,0.031,2.395,-1.309,0.035,24.271,24.796
E01003902,Richmond upon Thames,4620,10,5.894,0.038,0.043,1.805,-1.55,-0.529,10.566,31.982
E01003903,Richmond upon Thames,3522,8,13.193,0.076,0.046,9.257,-1.261,0.768,22.537,30.309
E01003904,Richmond upon Thames,3872,9,10.731,0.075,0.06,2.805,-1.028,-0.008,24.374,23.356
E01003905,Richmond upon Thames,4384,10,7.581,0.063,0.037,3.97,-0.785,-0.181,15.147,25.481
E01003906,Richmond upon Thames,3688,8,12.068,0.084,0.058,7.221,-0.749,-0.305,15.716,38.304
E01003907,Richmond upon Thames,2345,5,20.973,0.141,0.101,18.963,-0.34,0.18,31.904,17.908
E01003908,Richmond upon Thames,4490,10,6.907,0.043,0.032,2.817,-1.72,0.258,17.4,25.611
E01003909,Richmond upon Thames,4366,10,7.634,0.054,0.041,3.023,-1.562,0.174,15.122,27.845
E01003910,Richmond upon Thames,4548,10,6.487,0.036,0.036,3.347,-1.537,-0.256,24.534,20.994
E01003911,Southwark,1186,3,29.823,0.213,0.126,13.037,0.077,0.238,38.514,36.017
E01003912,Southwark,234,1,40.627,0.286,0.182,19.247,0.905,0.454,37.044,29.163
E01003913,Southwark,2591,6,19.198,0.118,0.091,4.43,-0.085,0.46,28.782,29.106
E01003914,Southwark,2274,5,21.514,0.137,0.085,6.906,0.033,0.162,28.261,43.693
E01003915,Southwark,1412,3,28.036,0.19,0.128,9.693,0.21,0.146,39.668,29.796
E01003916,Southwark,1824,4,24.749,0.165,0.083,7.773,0.011,0.565,34.255,41.484
E01003917,Southwark,1144,3,30.163,0.215,0.122,10.698,0.403,0.809,32.963,30.226
E01003918,Southwark,654,2,34.58,0.239,0.134,14.908,0.043,1.251,35.354,34.982
E01003919,Southwark,1975,5,23.585,0.109,0.078,7.025,-0.302,1.144,32.524,45.852
E01003920,Southwark,882,2,32.296,0.237,0.152,10.248,0.275,0.401,36.106,32.696
E01003921,Southwark,285,1,39.685,0.19,0.164,17.499,1.058,1.236,33.789,44.695
E01003922,Southwark,1087,3,30.64,0.204,0.1,9.807,0.27,1.071,35.4,39.486
E01003923,Southwark,1587,4,26.667,0.172,0.107,9.669,0,0.616,34.829,38.201
E01003924,Southwark,1012,3,31.183,0.206,0.132,18.573,0.27,0.316,40.819,29.503
E01003925,Southwark,842,2,32.72,0.21,0.138,15.693,0.316,0.195,32.464,52.945
E01003926,Southwark,979,3,31.441,0.225,0.114,13.09,0.38,0.664,34.725,38.71
E01003927,Southwark,3006,7,16.421,0.087,0.047,3.94,-0.05,-0.475,35.145,43.891
E01003929,Southwark,2057,5,22.973,0.123,0.083,12.124,-0.068,0.207,31.89,49.593
E01003930,Southwark,1288,3,28.921,0.116,0.103,19.835,0.277,0.874,30.886,54.831
E01003932,Southwark,328,1,38.967,0.248,0.182,11.597,0.828,0.356,36.607,44.184
E01003933,Southwark,754,2,33.607,0.155,0.089,12.752,0.647,1.56,30.849,58.94
E01003934,Southwark,2680,6,18.616,0.118,0.075,3.1,-0.128,-0.804,33.25,43.465
E01003935,Southwark,2341,5,21.011,0.153,0.077,10.474,0.497,-0.754,32.882,26.374
E01003936,Southwark,3356,7,14.247,0.02,0.01,22.774,-0.592,-0.356,29.711,53.205
E01003937,Southwark,1889,4,24.291,0.077,0.038,2.742,0.253,0.883,36.742,73.995
E01003938,Southwark,1015,3,31.171,0.23,0.125,5.225,0.314,0.502,40.609,33.767
E01003939,Southwark,2409,5,20.471,0.116,0.062,4.182,0.253,-0.004,38.906,37.911
E01003940,Southwark,782,2,33.392,0.276,0.147,10.543,0.241,0.346,36.359,29.572
E01003941,Southwark,2755,6,18.245,0.106,0.056,4.169,-0.159,0.587,33.441,35.297
E01003942,Southwark,998,3,31.341,0.21,0.137,9.315,0.622,0.733,31.956,31.947
E01003943,Southwark,252,1,40.136,0.261,0.168,13.485,0.437,1.528,35.253,34.588
E01003945,Southwark,3007,7,16.412,0.078,0.06,2.872,-0.424,0.715,35.889,26.89
E01003946,Southwark,2929,7,17.006,0.088,0.071,5.69,-0.416,0.895,26.207,29.238
E01003947,Southwark,513,2,36.138,0.304,0.172,14.764,0.789,-0.198,32.183,18.156
E01003948,Southwark,2887,6,17.282,0.102,0.07,1.478,-0.149,0.636,31.421,25.689
E01003949,Southwark,2917,7,17.081,0.102,0.077,3.34,-0.07,0.006,30.99,31.212
E01003950,Southwark,1475,4,27.465,0.189,0.136,13.64,0.05,0.159,35.402,28.259
E01003951,Southwark,3069,7,16.049,0.066,0.068,3.472,-0.231,0.619,32.123,29.837
E01003952,Southwark,3146,7,15.594,0.092,0.067,2.382,-0.25,0.299,21.868,40.028
E01003953,Southwark,2675,6,18.641,0.096,0.072,3.412,0.208,0.262,26.245,42.774
E01003954,Southwark,2890,6,17.262,0.095,0.062,3.266,0.066,0.237,20.635,48.744
E01003955,Southwark,2746,6,18.283,0.107,0.088,4.941,0.329,0.026,23.255,32.832
E01003956,Southwark,3717,8,11.825,0.077,0.054,1.517,-0.332,-0.154,19.639,36.064
E01003957,Southwark,3370,7,14.122,0.092,0.061,4.522,-0.119,-0.073,22.651,33.227
E01003958,Southwark,3018,7,16.322,0.098,0.073,4.732,-0.126,0.035,22.851,39.12
E01003960,Southwark,1487,4,27.356,0.145,0.079,6.356,0.159,0.789,37.546,54.416
E01003961,Southwark,407,1,37.844,0.251,0.163,17.708,0.634,0.744,32.67,41.67
E01003963,Southwark,312,1,39.212,0.278,0.177,19.56,0.575,0.75,34.463,32.215
E01003964,Southwark,577,2,35.378,0.191,0.134,18.073,0.02,1.338,32.608,54.2
E01003966,Southwark,785,2,33.346,0.206,0.115,17.675,0.495,1.007,34.016,41.698
E01003967,Southwark,996,3,31.354,0.176,0.122,18.574,0.211,0.702,40.659,38.172
E01003968,Southwark,55,1,46.579,0.356,0.178,21.521,0.742,0.801,39.644,33.657
E01003969,Southwark,1910,4,24.1,0.144,0.072,11.008,-0.318,0.831,31.786,48.16
E01003970,Southwark,327,1,38.992,0.264,0.126,20.67,0.297,1.594,34.334,40.207
E01003971,Southwark,22,1,50.411,0.382,0.188,20.119,0.541,1.271,36.101,43.392
E01003972,Southwark,1453,4,27.729,0.179,0.098,13.028,0.232,0.514,35.443,40.759
E01003973,Southwark,1188,3,29.812,0.192,0.11,20.795,0.323,0.718,33.478,33.971
E01003974,Southwark,579,2,35.37,0.248,0.132,22.664,0.095,0.943,34.386,40.134
E01003975,Southwark,1031,3,31.043,0.228,0.129,19.349,0.095,0.645,36.194,26.662
E01003976,Southwark,1111,3,30.428,0.177,0.091,13.23,0.515,0.708,33.763,52.997
E01003977,Southwark,1477,4,27.452,0.17,0.116,17.339,0.359,0.32,33.518,33.045
E01003978,Southwark,2067,5,22.926,0.149,0.073,11.423,-0.26,0.189,35.146,45.825
E01003979,Southwark,1220,3,29.514,0.166,0.107,11.408,0.887,0.612,35.049,34.892
E01003980,Southwark,826,2,32.853,0.205,0.135,14.805,0.77,0.571,30.65,40.796
E01003981,Southwark,1613,4,26.493,0.107,0.067,15.97,0.599,0.947,37.749,41.484
E01003983,Southwark,1020,3,31.14,0.233,0.146,23.385,-0.192,0.342,34.01,29.661
E01003984,Southwark,595,2,35.23,0.227,0.123,10.657,0.454,1.32,35.85,39.904
E01003986,Southwark,381,1,38.146,0.273,0.171,34.611,0.389,0.776,30.513,23.747
E01003987,Southwark,692,2,34.241,0.258,0.154,26.706,0.482,0.125,34.958,20.671
E01003988,Southwark,951,2,31.655,0.189,0.121,21.86,-0.041,0.649,39.137,42.307
E01003989,Southwark,1297,3,28.863,0.214,0.115,17.791,-0.35,0.756,37.834,26.611
E01003990,Southwark,1029,3,31.077,0.253,0.145,13.575,0.177,0.261,35.018,23.808
E01003991,Southwark,310,1,39.26,0.29,0.154,23.485,0.824,0.628,33.241,31.77
E01003992,Southwark,872,2,32.416,0.243,0.144,19.424,0.25,0.235,37.415,26.879
E01003993,Southwark,1364,3,28.38,0.198,0.121,13.273,0.236,0.149,38.584,30.445
E01003994,Southwark,562,2,35.666,0.222,0.136,18.277,0.538,1.238,36.21,31.774
E01003995,Southwark,606,2,35.076,0.206,0.16,11.389,0.887,0.764,31.646,38.298
E01003997,Southwark,1130,3,30.268,0.192,0.108,7.146,0.18,1.119,32.028,45.064
E01003998,Southwark,1782,4,25.146,0.123,0.098,8.21,0.321,0.291,30.821,53.15
E01003999,Southwark,1865,4,24.487,0.166,0.098,12.192,-0.017,0.402,35.52,30.433
E01004000,Southwark,1421,3,27.983,0.183,0.13,15.492,0.2,0.28,32.427,34.428
E01004001,Southwark,554,2,35.784,0.248,0.17,18.793,0.802,0.232,37.094,21.859
E01004002,Southwark,2839,6,17.58,0.084,0.083,7.079,-0.279,0.288,26.163,39.368
E01004003,Southwark,567,2,35.58,0.236,0.168,15.478,0.595,0.687,37.749,25.343
E01004004,Southwark,955,2,31.644,0.197,0.125,13.897,0.577,0.686,36.722,34.319
E01004005,Southwark,86,1,45.149,0.282,0.2,16.715,1.141,0.75,38.99,37.061
E01004006,Southwark,1622,4,26.449,0.144,0.087,11.992,0.248,0.624,34.334,47.09
E01004007,Southwark,302,1,39.431,0.335,0.178,14.248,0.459,0.47,34.609,22.579
E01004008,Southwark,632,2,34.841,0.246,0.155,14.739,0.245,0.872,32.65,36.108
E01004010,Southwark,881,2,32.313,0.205,0.111,18.193,-0.016,1.43,35.286,34.002
E01004011,Southwark,1043,3,30.983,0.23,0.13,12.577,0.208,0.281,40.353,30.023
E01004012,Southwark,1500,4,27.301,0.195,0.113,10.62,0.008,0.189,42.504,26.796
E01004013,Southwark,317,1,39.137,0.28,0.176,12.777,0.599,0.83,39.43,26.443
E01004014,Southwark,725,2,33.895,0.26,0.148,12.598,0.534,-0.128,43.638,22.491
E01004015,Southwark,2083,5,22.806,0.099,0.066,2.501,0.413,1.317,25.735,43.178
E01004016,Southwark,2438,6,20.176,0.133,0.096,7.803,-0.062,0.124,29.3,31.092
E01004017,Southwark,3139,7,15.612,0.099,0.073,2.626,-0.114,-0.01,24.015,34.886
E01004018,Southwark,3795,8,11.302,0.068,0.05,1.533,-0.472,-0.2,19.359,39.832
E01004019,Southwark,1917,4,24.043,0.193,0.115,7.823,0.027,-0.1,34.424,22.796
E01004020,Southwark,1414,3,28.028,0.226,0.125,12.044,-0.107,-0.14,42.951,20.253
E01004021,Southwark,3253,7,14.812,0.095,0.066,4.897,-0.364,-0.127,28.391,32.002
E01004022,Southwark,1844,4,24.603,0.161,0.087,9.179,0.033,0.874,34.391,29.971
E01004023,Southwark,1342,3,28.547,0.177,0.101,14.507,0.305,1.129,30.797,32.803
E01004024,Southwark,1014,3,31.179,0.202,0.115,19.938,0.949,0.599,32.592,23.803
E01004027,Southwark,2544,6,19.542,0.129,0.078,9.307,-0.002,-0.829,32.858,37.333
E01004028,Southwark,1627,4,26.416,0.184,0.106,10.965,0.482,0.511,34.533,22.089
E01004029,Southwark,3633,8,12.382,0.083,0.042,4.385,-0.316,-0.077,29.316,27.717
E01004030,Southwark,1807,4,24.934,0.163,0.104,14.561,0.123,0.499,32.737,28.547
E01004031,Southwark,1681,4,25.963,0.146,0.079,7.547,-0.058,1.235,35.014,39.938
E01004032,Southwark,4275,9,8.261,0.023,0.017,3.855,-0.615,-0.149,30.064,27.24
E01004033,Southwark,1531,4,27.067,0.191,0.102,9.924,-0.033,0.93,33.452,31.59
E01004034,Southwark,1716,4,25.711,0.177,0.1,18.381,0.046,0.379,34.624,28.872
E01004035,Southwark,510,2,36.203,0.207,0.129,16.664,1.266,1.167,32.997,26.578
E01004036,Southwark,971,3,31.501,0.226,0.13,17.649,0.253,0.498,34.409,34.413
E01004037,Southwark,1693,4,25.892,0.171,0.095,7.945,0.226,0.494,38.868,31.481
E01004038,Southwark,2150,5,22.29,0.151,0.085,9.776,-0.209,0.443,38.341,25.293
E01004039,Southwark,2115,5,22.583,0.115,0.068,9.849,-0.321,0.641,36.574,47.313
E01004040,Southwark,273,1,39.89,0.264,0.166,15.395,0.489,0.962,40.253,38.478
E01004041,Southwark,1481,4,27.397,0.159,0.101,14.781,-0.031,0.855,38.977,32.887
E01004042,Southwark,82,1,45.391,0.306,0.183,28.243,0.94,1.234,32.836,29.421
E01004043,Southwark,1629,4,26.395,0.132,0.1,22.029,0.209,0.936,31.583,31.806
E01004044,Southwark,1024,3,31.112,0.207,0.142,19.76,0.454,0.31,32.704,31.86
E01004045,Southwark,1496,4,27.322,0.217,0.14,13.924,0.076,-0.541,35.855,22.143
E01004046,Southwark,2879,6,17.334,0.101,0.074,4.344,-0.097,0.404,24.315,36.507
E01004047,Southwark,1881,4,24.36,0.188,0.109,16.123,0.118,-0.361,32.689,25.206
E01004048,Southwark,2402,5,20.516,0.133,0.08,7.763,-0.137,0.317,27.522,40.908
E01004049,Southwark,2966,7,16.687,0.115,0.057,13.288,-0.304,-0.342,35.549,24.9
E01004050,Southwark,3310,7,14.511,0.058,0.033,1.077,-0.765,0.404,33.101,48.538
E01004051,Southwark,4017,9,9.731,0.045,0.025,6.254,-0.228,-0.149,26.904,28.163
E01004052,Southwark,3115,7,15.763,0.087,0.071,3.077,-0.414,0.397,28.71,32.355
E01004053,Southwark,4201,9,8.683,0.042,0.031,4.405,-0.249,-0.385,28.561,20.77
E01004054,Southwark,4255,9,8.354,0.036,0.019,0.871,-0.41,-0.361,32.687,22.51
E01004055,Southwark,330,1,38.922,0.229,0.168,28.213,0.443,0.803,46.772,23.38
E01004056,Southwark,2515,6,19.671,0.13,0.084,8.358,0.039,0.286,31.894,23.148
E01004057,Southwark,2250,5,21.669,0.142,0.082,10.985,0.11,0.756,31.778,19.329
E01004058,Southwark,4246,9,8.41,0.024,0.009,0.721,-0.678,0.245,28.683,27.947
E01004059,Southwark,2891,6,17.254,0.032,0.017,7.598,-0.088,1.322,30.646,43.357
E01004060,Southwark,921,2,31.991,0.179,0.099,17.385,0.592,0.46,36.429,54.839
E01004061,Southwark,2270,5,21.531,0.101,0.069,5.808,-0.205,1.389,28.903,36.312
E01004062,Southwark,1237,3,29.363,0.183,0.093,14.193,0.372,1.046,35.77,34.071
E01004063,Southwark,1480,4,27.404,0.148,0.095,2.314,0.634,1.408,27.453,35.605
E01004064,Southwark,1102,3,30.525,0.207,0.12,15.923,0.338,0.908,32.388,30.553
E01004065,Southwark,2583,6,19.287,0.11,0.08,3.271,0.25,0.421,23.483,38.838
E01004066,Southwark,1931,4,23.913,0.166,0.114,8.408,-0.199,0.522,31.99,28.97
E01004067,Southwark,570,2,35.543,0.19,0.107,12.991,-0.067,1.977,38.682,48.747
E01004068,Southwark,671,2,34.366,0.232,0.165,15.102,0.555,0.721,33.792,26.605
E01004069,Southwark,4088,9,9.326,0.019,0.016,1.14,-1.205,1.011,14.718,35.648
E01004070,Southwark,3530,8,13.134,0.095,0.061,1.005,-0.519,0.009,23.724,32.3
E01004071,Southwark,2757,6,18.227,0.15,0.081,5.249,0.058,-0.423,26.762,28.221
E01004072,Southwark,4110,9,9.199,0.051,0.043,1.335,-1.003,0.264,16.737,35.425
E01004073,Southwark,4222,9,8.556,0.061,0.034,0.696,-0.922,-0.147,17.929,35.61
E01004074,Southwark,4010,9,9.778,0.043,0.028,0.251,-1.161,0.58,15.689,42.925
E01004075,Southwark,4209,9,8.625,0.019,0.02,0.232,-1.3,0.718,11.476,41.649
E01004076,Sutton,2738,6,18.319,0.117,0.082,14.066,-0.463,-0.09,35.389,21.95
E01004077,Sutton,3467,8,13.521,0.079,0.056,14.319,-0.473,0.279,26.267,19.457
E01004078,Sutton,3141,7,15.61,0.099,0.065,15.636,-0.32,-0.143,29.334,23.049
E01004079,Sutton,4221,9,8.556,0.04,0.046,5.759,-0.958,0.445,20.593,19.438
E01004080,Sutton,3999,9,9.86,0.058,0.055,7.212,-0.952,0.031,27.212,13.868
E01004081,Sutton,3630,8,12.414,0.085,0.068,11.397,-0.356,-0.708,22.259,22.579
E01004082,Sutton,4687,10,5.317,0.046,0.04,8.315,-1.253,-0.533,11.688,16.078
E01004083,Sutton,100,1,44.327,0.308,0.22,45.655,0.912,0.447,28.144,7.956
E01004084,Sutton,4637,10,5.77,0.041,0.033,2.379,-1.337,-0.639,27.498,12.439
E01004085,Sutton,4232,9,8.478,0.041,0.046,3.49,-1.278,-0.055,35.131,7.008
E01004086,Sutton,3189,7,15.277,0.117,0.072,11.867,-0.498,0.509,20.33,16.192
E01004087,Sutton,4645,10,5.727,0.046,0.044,3.212,-0.989,-0.22,18.832,10.029
E01004088,Sutton,128,1,43.226,0.297,0.215,51.742,0.541,0.697,28.175,6.376
E01004089,Sutton,569,2,35.547,0.216,0.18,30.601,1.045,0.123,33.497,9.212
E01004090,Sutton,666,2,34.411,0.244,0.184,34.644,0.348,-0.773,34.543,17.064
E01004091,Sutton,4754,10,4.563,0.031,0.034,2.737,-1.347,-2.354,28.383,6.076
E01004092,Sutton,4394,10,7.536,0.026,0.033,1.291,-1.57,0.118,30.956,19.58
E01004093,Sutton,4673,10,5.418,0.037,0.04,1.38,-1.14,-0.37,23.636,10.748
E01004094,Sutton,4761,10,4.481,0.041,0.037,3.488,-0.86,-1.039,15.149,14.918
E01004095,Sutton,4653,10,5.625,0.028,0.049,1.145,-0.968,-1.099,22.791,18.01
E01004096,Sutton,2634,6,18.894,0.115,0.077,8.169,-0.262,-0.291,33.988,37.444
E01004097,Sutton,4732,10,4.804,0.047,0.035,3.106,-1.175,-0.394,14.893,14.435
E01004098,Sutton,4609,10,5.989,0.06,0.031,3.139,-0.788,-0.391,13.298,20.263
E01004099,Sutton,2324,5,21.103,0.16,0.101,8.274,0.134,0.495,20.511,25.272
E01004100,Sutton,4417,10,7.356,0.067,0.049,5.087,-1.158,-0.148,12.642,18.341
E01004101,Sutton,4742,10,4.687,0.035,0.03,6.694,-1.265,-0.482,13.44,19.321
E01004102,Sutton,3859,8,10.815,0.052,0.077,5.847,-0.586,0.337,16.597,18.436
E01004103,Sutton,4283,9,8.235,0.063,0.044,5.149,-0.79,-0.697,18.896,27.762
E01004104,Sutton,4779,10,4.084,0.032,0.032,3.046,-1.418,-0.615,13.273,20.449
E01004105,Sutton,4707,10,5.081,0.053,0.048,2.522,-1.359,-0.657,12.324,14.377
E01004106,Sutton,4823,10,3.091,0.019,0.026,1.101,-1.738,-0.726,20.481,10.302
E01004107,Sutton,3616,8,12.514,0.098,0.078,10.209,-0.37,-0.625,18.756,16.84
E01004108,Sutton,3531,8,13.133,0.069,0.049,9.547,-0.606,0.367,32.819,18.97
E01004109,Sutton,3268,7,14.737,0.124,0.096,14.635,-0.36,-0.704,18.359,9.98
E01004110,Sutton,4109,9,9.204,0.073,0.057,5.648,-0.834,-0.854,18.917,24.763
E01004111,Sutton,3906,9,10.447,0.074,0.055,5.606,-0.092,-0.008,17.028,17.593
E01004112,Sutton,4826,10,2.793,0.027,0.027,0.792,-1.353,-0.489,15.31,9.314
E01004114,Sutton,4745,10,4.659,0.023,0.019,2.149,-1.495,-1.029,31.169,7.35
E01004115,Sutton,4582,10,6.163,0.051,0.032,9.726,-1.37,-0.555,19.179,15.781
E01004116,Sutton,4561,10,6.392,0.066,0.041,6.146,-0.926,-0.517,15.673,12.422
E01004117,Sutton,4786,10,4.051,0.02,0.024,9.254,-0.952,-1.04,15.622,15.067
E01004118,Sutton,4009,9,9.787,0.074,0.053,9.409,-0.44,-0.278,17.149,18.628
E01004119,Sutton,4040,9,9.583,0.039,0.036,16.685,-0.758,0.571,16.832,19.666
E01004120,Sutton,4736,10,4.752,0.032,0.035,8.556,-1.369,-0.27,12.041,15.254
E01004121,Sutton,4267,9,8.307,0.068,0.047,5.502,-0.907,0.051,16.945,17.707
E01004122,Sutton,4685,10,5.319,0.035,0.042,3.701,-0.793,-0.462,15.803,16.826
E01004123,Sutton,1396,3,28.156,0.154,0.102,20.585,-0.064,0.802,29.228,49.851
E01004124,Sutton,2032,5,23.237,0.166,0.12,30.821,-0.31,-0.65,25.683,25.225
E01004125,Sutton,956,2,31.639,0.199,0.127,29.156,0.262,0.861,27.24,35.243
E01004126,Sutton,995,3,31.361,0.214,0.13,33.937,0.076,0.733,27.779,29.349
E01004127,Sutton,2494,6,19.777,0.105,0.086,23.379,-0.03,0.377,24.78,26.052
E01004128,Sutton,1964,5,23.682,0.154,0.116,27.294,0.179,-1.068,28.19,26.595
E01004129,Sutton,707,2,34.12,0.217,0.141,38.661,0.404,0.523,31.172,31.093
E01004130,Sutton,3943,9,10.222,0.068,0.045,11.797,-0.798,0.03,20.963,22.569
E01004131,Sutton,3818,8,11.154,0.068,0.058,13.294,-0.401,-0.5,20.99,22.861
E01004132,Sutton,4527,10,6.647,0.038,0.026,12.645,-1.13,-0.138,18.399,19.344
E01004133,Sutton,4550,10,6.482,0.043,0.032,13.233,-0.906,-0.599,16.574,18.95
E01004134,Sutton,3715,8,11.832,0.079,0.061,12.89,-0.617,-0.231,16.572,28.225
E01004135,Sutton,4388,10,7.552,0.047,0.042,16.059,-0.828,-0.054,13.439,13.811
E01004136,Sutton,4247,9,8.396,0.052,0.053,13.01,-0.69,-0.356,15.581,17.536
E01004137,Sutton,3074,7,16.018,0.089,0.063,3.72,-0.238,0.86,21.855,32.141
E01004138,Sutton,3365,7,14.166,0.093,0.064,13.35,-0.614,-0.3,21.292,34.544
E01004139,Sutton,4037,9,9.611,0.064,0.051,5.8,-0.665,-0.094,19.168,25.654
E01004140,Sutton,714,2,33.998,0.215,0.141,21.768,0.929,0.426,32.369,32.096
E01004141,Sutton,2329,5,21.087,0.165,0.11,12.102,-0.071,0.306,24.97,16.537
E01004142,Sutton,1680,4,25.999,0.207,0.105,16.943,0.257,0.169,32.599,20.87
E01004143,Sutton,3724,8,11.79,0.084,0.056,7.03,-0.604,-0.284,20.335,31.699
E01004144,Sutton,4186,9,8.77,0.064,0.044,6.167,-1.034,-0.055,22.126,20.939
E01004145,Sutton,3652,8,12.273,0.088,0.054,10.959,-0.77,0.137,23.229,22.927
E01004146,Sutton,3622,8,12.483,0.072,0.058,9.718,-0.528,-0.193,23.837,30.821
E01004147,Sutton,4073,9,9.428,0.065,0.053,9.202,-0.47,-0.194,19.537,15.85
E01004148,Sutton,2011,5,23.361,0.18,0.106,20.282,-0.403,0.008,31.138,25.836
E01004149,Sutton,3984,9,9.979,0.062,0.054,9.861,-0.592,-0.256,21.336,21.527
E01004150,Sutton,2254,5,21.634,0.165,0.108,9.976,0.181,-0.502,30.08,22.771
E01004151,Sutton,3245,7,14.853,0.074,0.069,4.743,0.2,-0.358,32.279,22.345
E01004152,Sutton,3239,7,14.903,0.112,0.062,10.498,-0.335,-0.132,25.284,27.279
E01004153,Sutton,3534,8,13.116,0.085,0.052,5.885,-0.528,-0.185,32.857,24.528
E01004154,Sutton,4724,10,4.873,0.037,0.047,0.922,-1.288,-0.86,19.982,13.544
E01004155,Sutton,4298,9,8.123,0.051,0.035,3.279,-0.586,-0.608,30.059,16.773
E01004156,Sutton,4145,9,9.004,0.057,0.03,1.98,-0.627,0.268,25.482,21.19
E01004157,Sutton,4812,10,3.327,0.026,0.021,2.666,-1.141,-0.726,13.855,17.676
E01004158,Sutton,4326,9,7.905,0.061,0.047,2.572,-0.767,-0.713,22.963,21.106
E01004159,Sutton,3364,7,14.179,0.091,0.065,17.588,-0.593,-0.164,24.006,25.291
E01004160,Sutton,4087,9,9.329,0.069,0.05,5.653,-0.761,-0.609,20.647,27.051
E01004161,Sutton,4317,9,8.007,0.041,0.043,10.398,-0.846,-0.526,27.773,13.252
E01004162,Sutton,3762,8,11.476,0.086,0.059,1.85,-0.096,-0.016,20.907,18.397
E01004163,Sutton,3296,7,14.594,0.085,0.062,16.9,-0.7,0.294,19.013,33.014
E01004164,Sutton,3678,8,12.098,0.041,0.044,13.657,-0.445,0.181,20.047,39.602
E01004165,Sutton,3010,7,16.373,0.101,0.081,11.946,0.065,0.323,18.04,23.038
E01004166,Sutton,3772,8,11.417,0.08,0.069,6.007,-0.478,-0.039,19.728,18.76
E01004167,Sutton,987,3,31.388,0.251,0.141,29.661,0.55,0.316,22.615,17.496
E01004168,Sutton,4199,9,8.689,0.042,0.044,15.858,-0.599,0.167,13.811,19.172
E01004169,Sutton,1511,4,27.196,0.195,0.113,21.871,0.022,0.168,35.549,27.223
E01004170,Sutton,3944,9,10.215,0.067,0.044,5.047,-0.913,-0.237,18.085,37.92
E01004171,Sutton,4564,10,6.369,0.044,0.038,6.489,-0.839,-0.111,15.333,18.196
E01004172,Sutton,2353,5,20.888,0.178,0.119,9.781,-0.252,-0.076,23.002,22.363
E01004173,Sutton,3462,8,13.552,0.087,0.083,10.747,-0.424,0.023,17.073,22.336
E01004174,Sutton,2880,6,17.325,0.101,0.105,8.874,-0.337,0.181,21.386,29.047
E01004175,Sutton,3848,8,10.891,0.071,0.068,11.344,-0.672,-1.068,26.271,14.46
E01004176,Sutton,3704,8,11.911,0.074,0.063,6.569,-0.563,0.13,20.633,26.353
E01004177,Sutton,2627,6,18.938,0.14,0.093,8.612,0.153,-0.018,21.271,28.262
E01004178,Sutton,2902,7,17.18,0.119,0.074,7.171,-0.23,0.137,22.079,37.094
E01004179,Sutton,4441,10,7.235,0.046,0.036,4.483,-1.192,-0.229,21.07,25.933
E01004180,Sutton,4713,10,5.028,0.044,0.045,2.786,-1.385,-0.473,18.29,10.746
E01004181,Sutton,2997,7,16.45,0.108,0.095,6.415,-0.247,-0.85,27.317,29.413
E01004182,Sutton,1791,4,25.061,0.199,0.14,15.833,-0.22,-0.164,25.416,28.376
E01004183,Sutton,1347,3,28.494,0.201,0.12,33.828,0.207,0.333,24.926,27.714
