,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
1643,0.091,0.063,12.461,-0.324,-0.288,21.672,32.384,2
1644,0.086,0.054,12.843,-0.46,0.151,24.759,25.196,2
1645,0.051,0.04,4.036,-0.837,0.31,25.214,18.005,2
1646,0.113,0.098,6.838,-0.14,0.596,21.395,25.52,0
1647,0.104,0.089,5.771,0.046,0.517,26.999,23.576,0
1648,0.157,0.117,15.621,0.168,0.037,24.998,26.022,0
1649,0.168,0.123,20.278,-0.194,0.667,28.332,16.933,0
1650,0.125,0.073,11.334,-0.338,0.274,23.74,30.244,0
1651,0.169,0.096,8.882,-0.132,0.035,28.273,24.006,0
1652,0.203,0.134,15.744,0.224,1.589,45.221,21.698,1
1653,0.177,0.108,9.851,0.831,0.087,36.581,18.928,0
1654,0.195,0.148,22.329,-0.014,-0.009,44.842,12.432,1
1655,0.222,0.142,26.381,0.038,-0.117,39.409,13.802,1
1656,0.258,0.142,24.65,0.037,0.511,42.016,13.83,1
1657,0.17,0.094,14.647,0.025,0.49,34.486,14.81,0
1658,0.239,0.143,22.928,0.667,0.821,44.909,16.992,1
1659,0.259,0.126,29.957,0.592,1.149,31.956,26.411,1
1660,0.224,0.136,21.848,0.362,0.652,41.262,27.524,1
1661,0.236,0.145,18.3,-0.067,0.486,32.616,17.352,1
1662,0.132,0.083,31.511,0.434,0.105,38.561,17.544,1
1663,0.203,0.116,22.57,0.331,0.544,41.348,26.016,1
1664,0.167,0.116,14.381,0.716,0.534,41.282,22.667,1
1665,0.29,0.156,26.67,0.328,0.272,44.775,17.227,1
1666,0.243,0.15,16.033,0.457,0.27,36.802,15.889,1
1667,0.139,0.112,13.851,0.049,0.49,30.548,27.845,0
1668,0.206,0.144,23.406,0.404,0.456,41.397,20.121,1
1669,0.269,0.179,29.047,0.58,0.715,39.809,14.891,1
1670,0.127,0.106,9.936,-0.009,-0.073,33.309,23.807,0
1671,0.268,0.136,25.003,0.664,0.576,42.444,22.689,1
1672,0.259,0.172,26.943,0.391,0.003,31.249,14.595,1
1673,0.18,0.078,7.715,0.295,0.433,40.163,47.416,0
1674,0.206,0.136,17.705,0.701,0.555,32.822,25.383,1
1675,0.278,0.167,19.526,0.264,0.663,34.394,32.465,1
1676,0.3,0.194,19.006,0.356,0.816,45.509,35.903,1
1677,0.148,0.08,8.216,0.139,0.869,46.81,41.005,0
1678,0.216,0.13,6.987,0.874,0.678,47.815,42.422,1
1679,0.162,0.112,11.028,0.284,0.188,47.27,23.44,0
1680,0.072,0.038,4.731,-0.293,1.098,39.694,44.58,0
1681,0.233,0.141,12.882,1.073,0.199,44.804,24.999,1
1682,0.094,0.056,5.017,0.162,0.545,37.306,37.448,0
1683,0.213,0.135,20.248,0.137,0.514,41.56,25.442,1
1684,0.15,0.066,9.718,0.206,-0.124,41.378,35.149,0
1685,0.144,0.075,4.867,0.238,0.136,43.666,46.11,0
1686,0.172,0.092,26.679,-0.174,-0.108,41.711,32.431,1
1687,0.252,0.105,29.972,0.444,-0.226,42.823,25.527,1
1688,0.124,0.086,17.092,0.163,-0.267,41.303,26.662,0
1689,0.215,0.098,41.385,-0.055,-0.135,41.293,28.623,1
1690,0.292,0.178,20.089,1.05,0.011,44.918,26.563,1
1691,0.307,0.194,26.796,0.408,0.858,43.33,37.397,1
1692,0.16,0.101,12.161,0.102,1.149,47.453,35.312,0
1693,0.288,0.153,22.036,0.417,0.605,43.32,29.233,1
1694,0.147,0.098,5.975,0.488,1.413,42.204,46.913,0
1695,0.197,0.116,6.841,0.483,1.569,46.963,36.98,0
1696,0.21,0.12,9.728,0.572,1.427,41.542,31.804,1
1697,0.134,0.084,2.055,0.143,0.397,39.111,25.494,0
1698,0.15,0.086,1.364,0.336,0.253,36.226,44.939,0
1699,0.137,0.085,4.929,0.32,0.329,39.229,29.231,0
1700,0.141,0.106,2.962,0.482,0.763,36.755,30.318,0
1701,0.31,0.162,26.451,0.83,0.874,42.59,27.268,1
1702,0.1,0.065,0.961,-0.296,0.601,33.8,33.265,0
1703,0.187,0.103,8.476,0.745,0.494,40.573,26.811,0
1704,0.2,0.118,9.827,0.467,0.925,40.315,33.92,0
1705,0.27,0.148,14.61,0.603,0.346,45.281,26.743,1
1706,0.27,0.151,21.03,0.489,-0.782,44.691,24.175,1
1707,0.16,0.08,8.647,1.035,1.209,41.563,29.505,0
1708,0.177,0.115,7.353,0.256,1.341,45.002,35.766,0
1709,0.155,0.105,3.557,0.651,0.808,40.48,50.4,0
1710,0.228,0.113,9.323,0.362,1.31,42.675,42.372,1
1711,0.059,0.04,2.1,-0.302,0.926,30.133,59.744,0
1712,0.121,0.062,6.227,0.21,0.097,43.211,67.78,0
1713,0.239,0.146,23.488,0.218,0.615,42.08,33.959,1
1714,0.177,0.075,13.25,-0.291,0.649,43.95,67.028,0
1715,0.247,0.17,17.111,1.05,0.612,42.39,30.19,1
1716,0.078,0.064,8.216,-0.164,1.108,40.545,46.51,0
1717,0.249,0.128,17.846,0.225,0.034,42.967,23.585,1
1718,0.281,0.144,12.105,0.513,0.869,46.478,29.545,1
1719,0.173,0.112,6.391,0.41,0.602,43.11,32.31,0
1720,0.224,0.125,9.707,0.706,1.722,44.578,35.737,1
1721,0.321,0.195,10.233,1.147,0.834,43.134,34.646,1
1722,0.138,0.099,4.389,0.391,0.34,45.533,39.349,0
1723,0.13,0.062,9.771,-0.273,0.316,43.732,37.008,0
1724,0.192,0.114,11.619,0.104,0.466,41.68,31.482,0
1725,0.289,0.188,25.162,0.932,0.393,44.366,26.457,1
1726,0.205,0.114,9.587,0.395,1.131,44.867,35.623,0
1727,0.142,0.088,8.592,-0.032,0.398,39.592,38.236,0
1728,0.163,0.087,5.791,0.19,0.973,40.329,31.856,0
1729,0.222,0.124,20.487,0.582,0.733,42.602,27.033,1
1730,0.28,0.154,21.079,0.592,1.0,44.43,34.632,1
1731,0.233,0.129,12.58,0.516,1.191,46.069,39.226,1
1732,0.182,0.083,7.945,0.107,0.74,45.576,35.8,0
1733,0.252,0.146,14.664,0.788,0.921,44.94,32.628,1
1734,0.295,0.192,20.777,0.65,0.981,42.992,40.342,1
1735,0.176,0.106,8.969,0.698,1.064,47.176,39.956,0
1736,0.188,0.108,11.131,0.178,0.298,48.051,38.969,0
1737,0.225,0.147,13.408,0.286,1.386,42.229,36.541,1
1738,0.274,0.174,28.136,0.951,0.987,42.467,33.173,1
1739,0.128,0.069,7.338,-0.497,-0.032,42.874,39.478,0
1740,0.256,0.152,19.604,0.638,0.636,42.565,34.676,1
1741,0.182,0.079,14.098,0.139,0.079,42.258,38.62,0
1742,0.178,0.102,6.157,0.309,1.068,39.164,43.769,0
1743,0.291,0.16,22.175,0.194,0.479,41.903,26.727,1
1744,0.31,0.175,31.625,0.874,0.448,41.403,23.359,1
1745,0.297,0.198,21.862,0.927,0.23,40.77,22.819,1
1746,0.172,0.113,7.04,0.416,0.466,39.335,31.819,0
1747,0.38,0.232,18.834,0.99,0.013,50.002,23.041,1
1748,0.204,0.123,14.386,0.669,0.505,40.246,32.399,1
1749,0.189,0.107,10.867,0.434,1.236,40.675,37.316,0
1750,0.151,0.094,4.75,-0.161,0.435,41.492,39.232,0
1751,0.135,0.07,7.301,-0.001,0.767,40.806,53.677,0
1752,0.15,0.119,5.592,0.363,1.296,41.747,38.026,0
1753,0.134,0.093,7.655,0.187,0.372,46.809,50.857,0
1754,0.312,0.183,19.849,0.773,1.203,42.679,33.384,1
1755,0.137,0.08,34.631,-0.141,-0.144,39.39,44.532,1
1756,0.252,0.172,39.75,0.609,0.034,39.494,28.668,1
1757,0.204,0.102,14.541,0.468,-0.163,45.796,42.561,0
1758,0.233,0.125,26.398,0.276,0.116,44.371,29.767,1
1759,0.075,0.065,1.69,-0.026,-0.353,36.658,32.03,0
1760,0.146,0.105,29.723,0.032,-0.901,40.742,35.055,1
1761,0.137,0.08,1.441,0.016,1.151,40.483,47.853,0
1762,0.187,0.116,6.538,0.477,0.913,39.879,28.043,0
1763,0.187,0.11,14.54,-0.075,0.172,44.494,38.774,0
1764,0.133,0.066,44.178,-0.107,0.217,41.375,62.351,1
1765,0.137,0.078,42.422,-0.275,0.039,41.783,35.191,1
1766,0.34,0.188,42.696,0.606,0.715,44.35,26.572,1
1767,0.179,0.133,21.556,-0.025,0.605,40.577,25.907,1
1768,0.3,0.192,22.586,0.361,1.229,44.582,51.33,1
1769,0.177,0.108,18.497,0.566,0.505,43.939,43.765,1
1770,0.26,0.168,14.576,0.522,0.427,42.64,25.092,1
1771,0.167,0.085,6.622,0.236,0.709,37.942,30.492,0
1772,0.2,0.113,4.066,0.391,0.507,36.689,30.972,0
1773,0.269,0.195,18.92,0.449,0.597,43.259,32.311,1
1774,0.259,0.174,19.519,0.965,1.125,43.13,30.408,1
1775,0.296,0.202,34.13,0.72,0.799,41.514,25.305,1
1776,0.168,0.114,35.304,0.152,-0.571,42.951,21.263,1
1777,0.195,0.129,39.347,0.039,0.439,44.778,29.313,1
1778,0.123,0.082,58.976,-0.465,-0.46,40.106,32.224,1
1779,0.213,0.145,38.957,0.449,-0.413,41.28,27.626,1
1780,0.243,0.158,39.652,0.372,0.17,41.312,22.635,1
1781,0.248,0.151,20.692,0.333,0.25,42.215,21.761,1
1782,0.078,0.05,0.492,-0.251,0.756,31.402,37.958,0
1783,0.2,0.13,9.306,0.528,0.644,45.017,29.416,1
1784,0.161,0.092,1.95,0.414,1.017,42.627,39.587,0
1785,0.141,0.09,7.253,0.282,1.02,40.206,41.718,0
1786,0.203,0.116,13.316,0.479,0.259,45.412,35.707,1
1787,0.195,0.112,6.263,0.483,0.584,42.481,37.825,0
1788,0.1,0.067,1.621,0.254,1.1,33.02,33.092,0
1789,0.16,0.103,9.978,0.19,0.453,40.656,30.383,0
1790,0.086,0.043,2.089,0.026,0.654,36.163,31.935,0
1791,0.341,0.197,27.113,0.595,0.616,42.222,27.977,1
1792,0.195,0.155,5.272,1.216,0.905,48.198,32.322,1
1793,0.262,0.156,17.855,0.964,0.91,42.183,24.268,1
1794,0.197,0.143,15.056,0.469,0.53,40.216,25.393,1
1795,0.284,0.153,12.299,0.533,0.952,43.445,31.073,1
1796,0.182,0.14,6.428,0.675,0.738,41.746,29.684,0
1797,0.14,0.083,6.698,0.096,1.029,40.976,40.636,0
1798,0.33,0.245,24.75,1.017,0.579,42.589,29.622,1
1799,0.267,0.181,19.728,1.126,1.661,42.633,27.992,1
1800,0.317,0.246,22.637,1.57,1.297,41.429,32.984,1
1801,0.24,0.138,16.394,0.932,1.21,41.48,35.491,1
1802,0.208,0.119,14.231,0.547,0.777,45.608,34.051,1
1803,0.299,0.182,25.877,0.68,0.661,40.623,29.887,1
1804,0.071,0.065,2.243,-0.584,0.473,21.196,33.543,2
1805,0.101,0.065,5.168,-0.337,0.331,27.21,37.917,0
1806,0.1,0.086,6.105,-0.079,0.884,23.518,42.447,0
1807,0.129,0.083,2.698,-0.235,0.24,29.138,37.836,0
1808,0.105,0.076,8.431,-0.182,0.271,26.999,38.683,0
1809,0.204,0.145,7.658,0.464,0.606,32.465,40.397,0
1810,0.268,0.178,14.182,0.326,1.365,33.788,34.845,1
1811,0.189,0.126,6.505,0.582,0.764,27.617,47.737,0
1812,0.186,0.096,3.738,-0.22,-0.738,32.072,25.296,0
1813,0.209,0.144,14.732,0.153,0.709,36.686,33.315,1
1814,0.222,0.15,4.99,0.294,0.769,31.231,26.784,0
1815,0.224,0.161,14.837,0.537,0.493,29.455,32.002,1
1816,0.115,0.093,2.409,-0.203,0.676,23.944,32.56,0
1817,0.169,0.131,4.574,0.768,0.518,26.936,41.466,0
1818,0.094,0.069,2.189,-0.456,0.07,23.873,29.56,2
1819,0.078,0.046,0.783,-1.076,0.707,24.891,41.193,2
1820,0.12,0.045,2.096,-0.216,-0.74,31.659,26.11,2
1821,0.221,0.156,22.764,0.159,0.84,37.054,39.32,1
1822,0.072,0.05,1.822,-0.2,0.326,22.559,44.066,2
1823,0.096,0.068,4.263,-0.003,-0.45,33.997,34.831,0
1824,0.091,0.062,3.299,-0.874,-0.548,25.752,31.908,2
1825,0.083,0.059,1.966,-0.328,0.205,31.039,38.18,0
1826,0.165,0.107,5.632,0.018,0.13,28.394,35.176,0
1827,0.132,0.094,11.872,0.572,-0.345,39.716,28.286,0
1828,0.215,0.136,27.001,0.24,0.804,34.073,33.709,1
1829,0.208,0.146,14.496,0.905,0.28,50.776,33.483,1
1830,0.202,0.149,9.305,0.456,0.743,34.284,43.979,0
1831,0.241,0.155,27.456,0.57,0.085,33.809,31.73,1
1832,0.159,0.126,9.135,0.039,0.19,25.891,24.952,0
1833,0.159,0.079,7.697,0.07,0.559,28.459,27.352,0
1834,0.06,0.047,3.514,-0.158,0.923,22.581,37.514,0
1835,0.078,0.057,2.255,-0.727,0.35,22.966,38.509,2
1836,0.17,0.104,8.733,0.565,-0.105,26.945,28.186,0
1837,0.152,0.093,5.88,0.462,0.715,29.594,43.686,0
1838,0.365,0.242,19.547,1.127,0.644,31.658,30.869,1
1839,0.172,0.114,8.55,0.379,0.645,28.89,30.14,0
1840,0.173,0.103,10.744,0.15,0.258,28.909,27.199,0
1841,0.064,0.055,3.014,-0.518,-0.004,22.784,28.424,2
1842,0.075,0.06,2.317,-0.333,1.415,27.354,44.105,0
1843,0.061,0.041,2.842,-0.475,-0.289,38.411,36.859,2
1844,0.037,0.026,17.398,-0.488,-0.033,26.223,35.009,2
1845,0.193,0.147,13.948,0.425,-0.109,32.34,28.561,1
1846,0.255,0.148,14.395,0.402,0.514,30.205,37.872,1
1847,0.204,0.135,15.829,0.234,0.422,34.214,36.153,1
1848,0.119,0.095,10.558,-0.181,0.404,24.941,31.379,0
1849,0.153,0.091,4.606,-0.035,0.51,31.001,32.832,0
1850,0.086,0.077,0.893,-0.168,0.602,22.44,28.712,0
1851,0.129,0.092,9.96,0.345,0.141,30.412,35.056,0
1852,0.262,0.196,20.696,1.125,0.715,35.204,37.111,1
1853,0.217,0.163,11.021,1.194,0.364,29.01,44.479,1
1854,0.061,0.051,6.981,-0.469,-0.223,21.415,31.769,2
1855,0.092,0.066,12.213,0.194,-0.267,24.984,26.859,0
1856,0.181,0.118,7.243,0.227,0.195,26.845,39.844,0
1857,0.048,0.033,4.306,-0.81,0.127,19.628,37.523,2
1858,0.044,0.028,6.143,-0.738,-0.224,19.618,25.366,2
1859,0.061,0.04,4.735,-0.704,0.159,19.864,29.294,2
1860,0.058,0.046,1.001,-0.26,0.63,19.792,29.723,2
1861,0.08,0.054,3.493,0.088,0.396,31.953,37.449,0
1862,0.14,0.084,8.367,0.355,0.494,27.781,36.002,0
1863,0.104,0.078,1.472,-0.202,-0.225,32.712,43.563,0
1864,0.285,0.166,15.135,0.585,-0.31,31.654,29.097,1
1865,0.263,0.152,20.999,0.578,0.452,32.418,31.673,1
1866,0.037,0.016,6.961,-0.102,0.345,25.008,31.268,2
1867,0.106,0.083,6.356,0.039,0.287,33.335,34.046,0
1868,0.05,0.023,4.257,-0.742,0.697,20.17,50.126,2
1869,0.024,0.017,1.431,-1.634,0.214,22.225,29.986,2
1870,0.111,0.061,5.466,-0.102,0.214,22.067,32.922,0
1871,0.075,0.05,1.799,-0.347,0.133,19.532,25.285,2
1872,0.052,0.043,3.18,-0.876,0.429,18.898,21.643,2
1873,0.196,0.154,6.428,0.601,0.626,28.363,38.059,0
1874,0.092,0.084,2.808,-0.681,1.089,24.225,38.928,0
1875,0.062,0.045,4.003,-1.334,0.855,19.606,34.118,2
1876,0.099,0.057,2.206,-0.796,0.663,26.46,49.203,0
1877,0.033,0.016,1.096,-1.433,0.504,21.832,39.383,2
1878,0.047,0.038,1.38,-1.156,0.142,20.084,36.682,2
1879,0.033,0.027,0.414,-1.029,0.035,16.445,32.544,2
1880,0.043,0.041,0.222,-0.868,0.188,22.447,35.799,2
1881,0.13,0.089,1.366,-0.039,0.706,25.88,35.836,0
1882,0.07,0.047,5.445,-0.489,0.27,19.25,37.39,2
1883,0.158,0.141,2.663,0.736,0.635,27.741,54.355,0
1884,0.098,0.058,4.511,0.166,0.236,30.1,43.203,0
1885,0.128,0.09,2.62,0.014,1.034,38.531,43.493,0
1886,0.123,0.097,7.679,-0.563,0.685,28.109,36.333,0
1887,0.225,0.119,12.125,-0.279,-0.66,32.735,16.057,0
1888,0.112,0.082,4.689,-0.217,0.469,23.783,27.34,0
1889,0.06,0.05,5.726,-0.703,0.647,20.959,39.142,2
1890,0.222,0.117,12.144,-0.174,0.505,26.537,39.012,0
1891,0.168,0.094,14.819,-0.398,0.017,29.466,26.726,0
1892,0.225,0.138,13.225,0.572,1.049,36.984,31.692,1
1893,0.155,0.135,5.672,0.643,0.856,32.383,41.205,0
1894,0.142,0.11,5.903,0.248,0.706,27.654,34.925,0
1895,0.162,0.12,5.702,0.373,1.387,37.191,49.212,0
1896,0.304,0.232,14.852,0.624,-0.222,42.535,26.176,1
1897,0.167,0.115,3.312,0.113,0.803,25.909,36.831,0
1898,0.164,0.118,9.743,0.337,-1.041,29.839,20.234,0
1899,0.281,0.183,18.834,0.673,0.362,32.028,26.449,1
1900,0.084,0.061,3.353,-0.665,0.081,24.071,43.816,2
1901,0.041,0.025,2.868,-0.873,0.058,20.819,33.366,2
1902,0.035,0.026,2.846,-0.698,0.547,19.442,37.449,2
1903,0.089,0.06,3.699,-0.245,0.625,23.506,46.62,0
1904,0.087,0.06,9.195,0.093,-0.128,23.848,37.251,0
1905,0.145,0.077,11.533,0.329,0.475,27.052,33.592,0
1906,0.199,0.117,8.315,0.402,0.717,26.449,31.674,0
1907,0.268,0.168,20.483,0.327,1.072,31.97,31.538,1
1908,0.188,0.144,7.616,-0.101,0.67,26.312,35.923,0
1909,0.299,0.189,27.183,0.35,0.071,36.035,23.103,1
1910,0.314,0.192,23.028,0.287,-0.127,35.502,23.583,1
1911,0.249,0.172,17.963,0.657,0.832,33.334,49.327,1
1912,0.124,0.076,3.265,-0.122,0.291,26.457,37.041,0
1913,0.331,0.189,28.479,0.442,0.564,32.051,24.365,1
1914,0.109,0.063,3.491,-0.619,0.224,30.606,29.775,0
1915,0.055,0.034,0.406,-0.909,0.134,21.509,30.335,2
1916,0.077,0.056,2.727,-0.772,0.423,32.183,34.784,2
1917,0.083,0.063,0.518,-0.701,-0.497,26.796,24.539,2
1918,0.047,0.039,0.322,-1.206,1.436,22.051,32.554,2
1919,0.051,0.043,0.689,-0.71,-0.292,23.61,31.62,2
1920,0.059,0.044,0.924,-0.687,0.191,26.564,33.961,2
1921,0.169,0.096,20.441,-0.107,0.563,36.004,37.903,0
1922,0.197,0.101,12.594,0.029,0.714,36.084,27.19,0
1923,0.249,0.176,16.82,0.606,0.783,38.351,27.956,1
1924,0.17,0.12,10.085,0.043,0.407,36.008,32.256,0
1925,0.114,0.072,3.277,-0.719,0.259,28.667,46.256,0
1926,0.093,0.071,8.368,-0.694,0.529,33.031,45.508,0
1927,0.114,0.09,14.2,-0.374,0.196,33.879,38.3,0
1928,0.209,0.13,34.876,-0.082,1.003,46.487,41.177,1
1929,0.256,0.158,27.638,0.394,0.866,46.768,35.058,1
1930,0.243,0.178,33.671,0.011,1.403,34.928,32.624,1
1931,0.245,0.158,28.917,0.01,1.706,38.041,39.542,1
1932,0.187,0.108,20.184,-0.09,0.707,35.058,35.012,1
1933,0.173,0.094,26.91,-0.258,0.848,38.725,40.346,1
1934,0.184,0.132,18.199,0.076,0.744,40.31,38.762,1
1935,0.17,0.12,16.129,0.197,0.751,30.373,32.53,0
1936,0.123,0.083,1.595,0.3,0.15,29.797,31.985,0
1937,0.05,0.036,0.395,-0.993,0.364,25.937,32.635,2
1938,0.083,0.061,2.374,-0.567,-0.092,26.9,27.596,2
1939,0.042,0.022,1.574,-1.068,0.247,31.407,28.824,2
1940,0.078,0.059,1.86,-0.436,0.518,28.067,42.087,0
1941,0.088,0.051,2.038,-0.599,0.706,25.132,35.902,2
1942,0.066,0.041,1.31,-0.409,0.32,28.454,54.718,0
1943,0.069,0.043,0.977,-0.131,0.336,30.25,42.085,0
1944,0.038,0.031,0.296,-1.047,-0.088,26.949,26.348,2
1945,0.029,0.022,0.105,-0.808,0.054,21.585,27.886,2
1946,0.073,0.046,1.504,-0.992,-0.591,30.606,25.25,2
1947,0.2,0.131,9.64,-0.086,-0.026,36.691,24.961,0
1948,0.058,0.037,0.942,-0.845,-0.18,23.406,36.993,2
1949,0.055,0.037,0.713,-0.841,0.868,26.092,49.094,2
1950,0.102,0.053,5.95,-0.437,0.317,37.653,34.595,0
1951,0.146,0.087,12.597,-0.002,1.142,36.03,36.216,0
1952,0.127,0.076,5.709,-0.137,0.284,32.092,27.971,0
1953,0.119,0.072,8.276,-0.17,0.305,34.702,40.82,0
1954,0.183,0.125,12.97,0.291,2.377,44.794,41.889,1
1955,0.204,0.121,31.039,0.262,1.192,41.843,38.352,1
1956,0.12,0.067,9.711,-0.358,0.193,32.258,33.585,0
1957,0.062,0.053,8.346,-0.105,-0.07,36.348,37.921,0
1958,0.083,0.061,1.711,-0.501,0.108,30.931,41.511,0
1959,0.052,0.048,0.616,-0.988,0.222,29.779,36.913,2
1960,0.049,0.037,3.402,-1.114,-0.082,29.583,25.845,2
1961,0.038,0.033,2.364,-1.316,0.351,29.623,48.083,2
1962,0.126,0.111,7.054,-0.173,0.542,26.377,23.354,0
1963,0.118,0.09,7.769,-0.495,0.922,28.07,37.638,0
1964,0.075,0.048,0.771,-0.35,0.101,23.258,35.163,2
1965,0.157,0.082,5.357,0.121,0.407,28.882,33.419,0
1966,0.196,0.137,6.673,0.178,0.311,29.921,26.748,0
1967,0.163,0.101,4.303,0.092,0.217,28.982,27.976,0
1968,0.134,0.126,6.526,-0.447,0.936,28.46,30.661,0
1969,0.189,0.132,6.175,0.314,0.308,27.059,35.495,0
1970,0.037,0.025,0.407,-1.221,0.416,22.104,27.618,2
1971,0.097,0.073,6.193,-0.305,0.683,25.883,30.84,0
1972,0.068,0.037,0.523,-0.584,-0.212,26.462,32.599,2
1973,0.063,0.042,3.239,-0.664,0.828,29.646,35.744,2
1974,0.067,0.058,1.057,-0.255,0.908,24.388,35.683,0
1975,0.108,0.08,1.245,-0.07,0.683,25.354,29.299,0
1976,0.026,0.02,0.487,-1.317,-0.269,29.832,33.565,2
1977,0.293,0.2,30.662,0.269,1.663,35.802,32.811,1
1978,0.197,0.129,21.127,0.171,0.54,32.873,33.585,1
1979,0.146,0.094,20.962,-0.074,0.928,33.962,38.757,0
1980,0.205,0.138,14.531,0.225,1.688,40.612,31.716,1
1981,0.125,0.077,13.999,-0.37,0.729,34.697,31.927,0
1982,0.185,0.099,19.122,-0.139,1.622,39.151,41.053,0
1983,0.213,0.148,31.206,0.182,0.849,34.536,51.773,1
1984,0.221,0.143,26.116,0.258,1.312,42.373,35.137,1
1985,0.296,0.195,41.633,0.676,1.799,36.626,42.882,1
1986,0.31,0.26,35.368,0.843,1.261,41.95,36.289,1
1987,0.289,0.184,35.874,0.009,1.067,47.279,30.593,1
1988,0.267,0.179,49.07,0.784,1.133,39.692,31.968,1
1989,0.37,0.251,42.514,0.608,1.243,38.443,21.866,1
1990,0.275,0.2,30.884,0.538,1.263,42.425,32.771,1
1991,0.262,0.159,30.325,0.134,0.895,34.345,34.325,1
1992,0.118,0.064,11.816,-0.419,0.673,32.039,27.22,0
1993,0.154,0.09,20.289,-0.229,0.859,37.395,39.786,0
1994,0.13,0.071,8.691,0.017,0.94,35.806,39.067,0
1995,0.192,0.118,17.388,-0.23,0.516,39.075,29.979,1
1996,0.203,0.129,19.599,0.196,0.897,34.958,32.164,1
1997,0.109,0.058,16.283,-0.245,1.13,34.262,41.496,0
1998,0.171,0.087,16.023,-0.315,0.786,32.085,36.806,0
1999,0.218,0.126,21.923,0.084,0.904,35.666,24.749,1
2000,0.104,0.08,39.579,-0.296,0.22,35.597,32.022,1
2001,0.201,0.142,30.646,0.195,1.282,36.824,35.717,1
2002,0.132,0.123,45.616,-0.592,0.379,38.886,25.428,1
2003,0.246,0.15,27.856,0.298,0.74,34.415,33.287,1
2004,0.266,0.16,30.791,0.247,0.568,35.606,26.831,1
2005,0.098,0.073,32.243,-0.397,0.753,36.179,33.213,0
2006,0.195,0.108,17.797,0.02,0.743,37.63,31.307,1
2007,0.167,0.083,18.536,-0.334,0.346,34.825,26.247,0
2008,0.151,0.083,11.849,-0.152,0.803,37.223,34.565,0
2009,0.152,0.105,3.523,-0.092,0.219,31.201,27.859,0
2010,0.083,0.061,3.817,-0.767,-0.202,26.791,25.188,2
2011,0.08,0.055,1.395,-0.58,0.513,27.71,33.337,2
2012,0.088,0.063,1.962,-0.707,0.457,27.389,40.456,0
2013,0.124,0.101,6.232,0.095,0.61,31.776,28.001,0
2014,0.214,0.136,10.962,0.138,1.124,32.597,26.522,1
2015,0.14,0.098,8.814,0.443,1.044,32.279,40.992,0
2016,0.331,0.203,24.745,0.4,1.412,38.431,31.663,1
2017,0.284,0.171,28.772,0.028,1.023,34.882,34.335,1
2018,0.185,0.114,22.25,0.067,1.252,35.939,32.725,1
2019,0.222,0.137,36.567,0.314,1.495,39.371,36.372,1
2020,0.143,0.079,18.723,-0.467,0.912,36.791,44.298,0
2021,0.347,0.182,34.343,1.218,1.671,35.922,33.601,1
2022,0.21,0.126,18.019,-0.28,1.618,37.65,46.206,1
2023,0.244,0.116,32.283,0.406,1.593,37.896,35.453,1
2024,0.269,0.168,34.423,0.215,0.8,38.66,33.898,1
2025,0.202,0.137,35.61,0.183,0.464,42.042,28.293,1
2026,0.22,0.132,25.867,-0.058,0.746,40.497,30.895,1
2027,0.242,0.121,34.596,-0.032,1.422,34.078,41.355,1
2028,0.214,0.124,21.291,-0.026,0.525,48.523,38.458,1
2029,0.169,0.095,26.811,-0.107,0.549,36.189,26.174,1
2030,0.206,0.1,14.981,-0.176,0.799,42.498,38.902,0
2031,0.309,0.16,36.889,0.047,1.625,38.129,36.103,1
2032,0.437,0.311,34.947,0.771,1.203,47.191,24.751,1
2033,0.113,0.068,8.985,-0.197,0.39,28.756,30.453,0
2034,0.156,0.097,18.019,-0.048,1.2,32.832,30.529,0
2035,0.191,0.092,15.005,-0.27,1.029,37.45,34.624,0
2036,0.228,0.139,22.479,-0.031,0.807,35.737,32.552,1
2037,0.233,0.145,13.222,0.116,1.132,37.129,38.354,1
2038,0.115,0.06,28.963,-0.387,0.9,33.299,42.724,0
2039,0.347,0.226,39.292,0.325,0.122,38.947,23.988,1
2040,0.242,0.153,32.474,0.188,0.567,49.099,34.399,1
2041,0.274,0.166,37.155,0.293,0.844,41.156,30.748,1
2042,0.26,0.131,25.864,0.141,0.853,39.66,29.667,1
2043,0.284,0.193,35.688,0.449,1.103,42.611,39.16,1
2044,0.263,0.15,33.513,0.001,1.355,40.63,36.42,1
2045,0.302,0.169,35.944,0.136,1.653,40.295,39.115,1
2046,0.258,0.159,27.115,0.429,1.087,46.603,41.818,1
2047,0.277,0.147,28.321,0.009,1.028,43.354,48.773,1
2048,0.146,0.08,7.977,-0.063,0.567,30.05,37.378,0
2049,0.281,0.157,24.136,0.851,0.494,45.747,21.931,1
2050,0.19,0.122,29.174,-0.022,0.929,41.682,37.353,1
2051,0.111,0.07,23.241,-0.175,0.307,37.553,30.655,0
2052,0.166,0.088,16.23,0.033,1.043,36.918,36.359,0
2053,0.131,0.08,19.109,-0.016,0.743,41.593,32.808,0
2054,0.161,0.1,20.478,-0.436,0.592,38.093,28.585,0
2055,0.144,0.086,17.191,-0.114,1.16,41.905,33.966,0
2056,0.067,0.051,6.833,-1.407,-0.007,30.744,15.675,2
2057,0.051,0.038,3.803,-1.655,-0.391,23.259,15.782,2
2058,0.075,0.039,4.734,-1.289,-0.711,27.876,17.029,2
