,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
3816,0.038,0.043,1.805,-1.55,-0.529,10.566,31.982,2
3817,0.076,0.046,9.257,-1.261,0.768,22.537,30.309,2
3818,0.075,0.06,2.805,-1.028,-0.008,24.374,23.356,2
3819,0.063,0.037,3.97,-0.785,-0.181,15.147,25.481,2
3820,0.084,0.058,7.221,-0.749,-0.305,15.716,38.304,2
3821,0.141,0.101,18.963,-0.34,0.18,31.904,17.908,0
3822,0.043,0.032,2.817,-1.72,0.258,17.4,25.611,2
3823,0.054,0.041,3.023,-1.562,0.174,15.122,27.845,2
3824,0.036,0.036,3.347,-1.537,-0.256,24.534,20.994,2
3825,0.213,0.126,13.037,0.077,0.238,38.514,36.017,1
3826,0.286,0.182,19.247,0.905,0.454,37.044,29.163,1
3827,0.118,0.091,4.43,-0.085,0.46,28.782,29.106,0
3828,0.137,0.085,6.906,0.033,0.162,28.261,43.693,0
3829,0.19,0.128,9.693,0.21,0.146,39.668,29.796,0
3830,0.165,0.083,7.773,0.011,0.565,34.255,41.484,0
3831,0.215,0.122,10.698,0.403,0.809,32.963,30.226,0
3832,0.239,0.134,14.908,0.043,1.251,35.354,34.982,1
3833,0.109,0.078,7.025,-0.302,1.144,32.524,45.852,0
3834,0.237,0.152,10.248,0.275,0.401,36.106,32.696,1
3835,0.19,0.164,17.499,1.058,1.236,33.789,44.695,1
3836,0.204,0.1,9.807,0.27,1.071,35.4,39.486,0
3837,0.172,0.107,9.669,0.0,0.616,34.829,38.201,0
3838,0.206,0.132,18.573,0.27,0.316,40.819,29.503,1
3839,0.21,0.138,15.693,0.316,0.195,32.464,52.945,1
3840,0.225,0.114,13.09,0.38,0.664,34.725,38.71,1
3841,0.087,0.047,3.94,-0.05,-0.475,35.145,43.891,0
3842,0.123,0.083,12.124,-0.068,0.207,31.89,49.593,0
3843,0.116,0.103,19.835,0.277,0.874,30.886,54.831,0
3844,0.248,0.182,11.597,0.828,0.356,36.607,44.184,1
3845,0.155,0.089,12.752,0.647,1.56,30.849,58.94,0
3846,0.118,0.075,3.1,-0.128,-0.804,33.25,43.465,0
3847,0.153,0.077,10.474,0.497,-0.754,32.882,26.374,0
3848,0.02,0.01,22.774,-0.592,-0.356,29.711,53.205,2
3849,0.077,0.038,2.742,0.253,0.883,36.742,73.995,0
3850,0.23,0.125,5.225,0.314,0.502,40.609,33.767,0
3851,0.116,0.062,4.182,0.253,-0.004,38.906,37.911,0
3852,0.276,0.147,10.543,0.241,0.346,36.359,29.572,1
3853,0.106,0.056,4.169,-0.159,0.587,33.441,35.297,0
3854,0.21,0.137,9.315,0.622,0.733,31.956,31.947,1
3855,0.261,0.168,13.485,0.437,1.528,35.253,34.588,1
3856,0.078,0.06,2.872,-0.424,0.715,35.889,26.89,0
3857,0.088,0.071,5.69,-0.416,0.895,26.207,29.238,0
3858,0.304,0.172,14.764,0.789,-0.198,32.183,18.156,1
3859,0.102,0.07,1.478,-0.149,0.636,31.421,25.689,0
3860,0.102,0.077,3.34,-0.07,0.006,30.99,31.212,0
3861,0.189,0.136,13.64,0.05,0.159,35.402,28.259,0
3862,0.066,0.068,3.472,-0.231,0.619,32.123,29.837,0
3863,0.092,0.067,2.382,-0.25,0.299,21.868,40.028,0
3864,0.096,0.072,3.412,0.208,0.262,26.245,42.774,0
3865,0.095,0.062,3.266,0.066,0.237,20.635,48.744,0
3866,0.107,0.088,4.941,0.329,0.026,23.255,32.832,0
3867,0.077,0.054,1.517,-0.332,-0.154,19.639,36.064,2
3868,0.092,0.061,4.522,-0.119,-0.073,22.651,33.227,2
3869,0.098,0.073,4.732,-0.126,0.035,22.851,39.12,0
3870,0.145,0.079,6.356,0.159,0.789,37.546,54.416,0
3871,0.251,0.163,17.708,0.634,0.744,32.67,41.67,1
3872,0.278,0.177,19.56,0.575,0.75,34.463,32.215,1
3873,0.191,0.134,18.073,0.02,1.338,32.608,54.2,1
3874,0.206,0.115,17.675,0.495,1.007,34.016,41.698,1
3875,0.176,0.122,18.574,0.211,0.702,40.659,38.172,1
3876,0.356,0.178,21.521,0.742,0.801,39.644,33.657,1
3877,0.144,0.072,11.008,-0.318,0.831,31.786,48.16,0
3878,0.264,0.126,20.67,0.297,1.594,34.334,40.207,1
3879,0.382,0.188,20.119,0.541,1.271,36.101,43.392,1
3880,0.179,0.098,13.028,0.232,0.514,35.443,40.759,0
3881,0.192,0.11,20.795,0.323,0.718,33.478,33.971,1
3882,0.248,0.132,22.664,0.095,0.943,34.386,40.134,1
3883,0.228,0.129,19.349,0.095,0.645,36.194,26.662,1
3884,0.177,0.091,13.23,0.515,0.708,33.763,52.997,0
3885,0.17,0.116,17.339,0.359,0.32,33.518,33.045,0
3886,0.149,0.073,11.423,-0.26,0.189,35.146,45.825,0
3887,0.166,0.107,11.408,0.887,0.612,35.049,34.892,0
3888,0.205,0.135,14.805,0.77,0.571,30.65,40.796,1
3889,0.107,0.067,15.97,0.599,0.947,37.749,41.484,0
3890,0.233,0.146,23.385,-0.192,0.342,34.01,29.661,1
3891,0.227,0.123,10.657,0.454,1.32,35.85,39.904,1
3892,0.273,0.171,34.611,0.389,0.776,30.513,23.747,1
3893,0.258,0.154,26.706,0.482,0.125,34.958,20.671,1
3894,0.189,0.121,21.86,-0.041,0.649,39.137,42.307,1
3895,0.214,0.115,17.791,-0.35,0.756,37.834,26.611,1
3896,0.253,0.145,13.575,0.177,0.261,35.018,23.808,1
3897,0.29,0.154,23.485,0.824,0.628,33.241,31.77,1
3898,0.243,0.144,19.424,0.25,0.235,37.415,26.879,1
3899,0.198,0.121,13.273,0.236,0.149,38.584,30.445,0
3900,0.222,0.136,18.277,0.538,1.238,36.21,31.774,1
3901,0.206,0.16,11.389,0.887,0.764,31.646,38.298,1
3902,0.192,0.108,7.146,0.18,1.119,32.028,45.064,0
3903,0.123,0.098,8.21,0.321,0.291,30.821,53.15,0
3904,0.166,0.098,12.192,-0.017,0.402,35.52,30.433,0
3905,0.183,0.13,15.492,0.2,0.28,32.427,34.428,0
3906,0.248,0.17,18.793,0.802,0.232,37.094,21.859,1
3907,0.084,0.083,7.079,-0.279,0.288,26.163,39.368,0
3908,0.236,0.168,15.478,0.595,0.687,37.749,25.343,1
3909,0.197,0.125,13.897,0.577,0.686,36.722,34.319,1
3910,0.282,0.2,16.715,1.141,0.75,38.99,37.061,1
3911,0.144,0.087,11.992,0.248,0.624,34.334,47.09,0
3912,0.335,0.178,14.248,0.459,0.47,34.609,22.579,1
3913,0.246,0.155,14.739,0.245,0.872,32.65,36.108,1
3914,0.205,0.111,18.193,-0.016,1.43,35.286,34.002,1
3915,0.23,0.13,12.577,0.208,0.281,40.353,30.023,1
3916,0.195,0.113,10.62,0.008,0.189,42.504,26.796,0
3917,0.28,0.176,12.777,0.599,0.83,39.43,26.443,1
3918,0.26,0.148,12.598,0.534,-0.128,43.638,22.491,1
3919,0.099,0.066,2.501,0.413,1.317,25.735,43.178,0
3920,0.133,0.096,7.803,-0.062,0.124,29.3,31.092,0
3921,0.099,0.073,2.626,-0.114,-0.01,24.015,34.886,0
3922,0.068,0.05,1.533,-0.472,-0.2,19.359,39.832,2
3923,0.193,0.115,7.823,0.027,-0.1,34.424,22.796,0
3924,0.226,0.125,12.044,-0.107,-0.14,42.951,20.253,1
3925,0.095,0.066,4.897,-0.364,-0.127,28.391,32.002,0
3926,0.161,0.087,9.179,0.033,0.874,34.391,29.971,0
3927,0.177,0.101,14.507,0.305,1.129,30.797,32.803,0
3928,0.202,0.115,19.938,0.949,0.599,32.592,23.803,1
3929,0.129,0.078,9.307,-0.002,-0.829,32.858,37.333,0
3930,0.184,0.106,10.965,0.482,0.511,34.533,22.089,0
3931,0.083,0.042,4.385,-0.316,-0.077,29.316,27.717,2
3932,0.163,0.104,14.561,0.123,0.499,32.737,28.547,0
3933,0.146,0.079,7.547,-0.058,1.235,35.014,39.938,0
3934,0.023,0.017,3.855,-0.615,-0.149,30.064,27.24,2
3935,0.191,0.102,9.924,-0.033,0.93,33.452,31.59,0
3936,0.177,0.1,18.381,0.046,0.379,34.624,28.872,0
3937,0.207,0.129,16.664,1.266,1.167,32.997,26.578,1
3938,0.226,0.13,17.649,0.253,0.498,34.409,34.413,1
3939,0.171,0.095,7.945,0.226,0.494,38.868,31.481,0
3940,0.151,0.085,9.776,-0.209,0.443,38.341,25.293,0
3941,0.115,0.068,9.849,-0.321,0.641,36.574,47.313,0
3942,0.264,0.166,15.395,0.489,0.962,40.253,38.478,1
3943,0.159,0.101,14.781,-0.031,0.855,38.977,32.887,0
3944,0.306,0.183,28.243,0.94,1.234,32.836,29.421,1
3945,0.132,0.1,22.029,0.209,0.936,31.583,31.806,0
3946,0.207,0.142,19.76,0.454,0.31,32.704,31.86,1
3947,0.217,0.14,13.924,0.076,-0.541,35.855,22.143,1
3948,0.101,0.074,4.344,-0.097,0.404,24.315,36.507,0
3949,0.188,0.109,16.123,0.118,-0.361,32.689,25.206,0
3950,0.133,0.08,7.763,-0.137,0.317,27.522,40.908,0
3951,0.115,0.057,13.288,-0.304,-0.342,35.549,24.9,0
3952,0.058,0.033,1.077,-0.765,0.404,33.101,48.538,2
3953,0.045,0.025,6.254,-0.228,-0.149,26.904,28.163,2
3954,0.087,0.071,3.077,-0.414,0.397,28.71,32.355,0
3955,0.042,0.031,4.405,-0.249,-0.385,28.561,20.77,2
3956,0.036,0.019,0.871,-0.41,-0.361,32.687,22.51,2
3957,0.229,0.168,28.213,0.443,0.803,46.772,23.38,1
3958,0.13,0.084,8.358,0.039,0.286,31.894,23.148,0
3959,0.142,0.082,10.985,0.11,0.756,31.778,19.329,0
3960,0.024,0.009,0.721,-0.678,0.245,28.683,27.947,2
3961,0.032,0.017,7.598,-0.088,1.322,30.646,43.357,0
3962,0.179,0.099,17.385,0.592,0.46,36.429,54.839,0
3963,0.101,0.069,5.808,-0.205,1.389,28.903,36.312,0
3964,0.183,0.093,14.193,0.372,1.046,35.77,34.071,0
3965,0.148,0.095,2.314,0.634,1.408,27.453,35.605,0
3966,0.207,0.12,15.923,0.338,0.908,32.388,30.553,1
3967,0.11,0.08,3.271,0.25,0.421,23.483,38.838,0
3968,0.166,0.114,8.408,-0.199,0.522,31.99,28.97,0
3969,0.19,0.107,12.991,-0.067,1.977,38.682,48.747,0
3970,0.232,0.165,15.102,0.555,0.721,33.792,26.605,1
3971,0.019,0.016,1.14,-1.205,1.011,14.718,35.648,2
3972,0.095,0.061,1.005,-0.519,0.009,23.724,32.3,2
3973,0.15,0.081,5.249,0.058,-0.423,26.762,28.221,0
3974,0.051,0.043,1.335,-1.003,0.264,16.737,35.425,2
3975,0.061,0.034,0.696,-0.922,-0.147,17.929,35.61,2
3976,0.043,0.028,0.251,-1.161,0.58,15.689,42.925,2
3977,0.019,0.02,0.232,-1.3,0.718,11.476,41.649,2
3978,0.117,0.082,14.066,-0.463,-0.09,35.389,21.95,0
3979,0.079,0.056,14.319,-0.473,0.279,26.267,19.457,2
3980,0.099,0.065,15.636,-0.32,-0.143,29.334,23.049,0
3981,0.04,0.046,5.759,-0.958,0.445,20.593,19.438,2
3982,0.058,0.055,7.212,-0.952,0.031,27.212,13.868,2
3983,0.085,0.068,11.397,-0.356,-0.708,22.259,22.579,2
3984,0.046,0.04,8.315,-1.253,-0.533,11.688,16.078,2
3985,0.308,0.22,45.655,0.912,0.447,28.144,7.956,1
3986,0.041,0.033,2.379,-1.337,-0.639,27.498,12.439,2
3987,0.041,0.046,3.49,-1.278,-0.055,35.131,7.008,2
3988,0.117,0.072,11.867,-0.498,0.509,20.33,16.192,2
3989,0.046,0.044,3.212,-0.989,-0.22,18.832,10.029,2
3990,0.297,0.215,51.742,0.541,0.697,28.175,6.376,1
3991,0.216,0.18,30.601,1.045,0.123,33.497,9.212,1
3992,0.244,0.184,34.644,0.348,-0.773,34.543,17.064,1
3993,0.031,0.034,2.737,-1.347,-2.354,28.383,6.076,2
3994,0.026,0.033,1.291,-1.57,0.118,30.956,19.58,2
3995,0.037,0.04,1.38,-1.14,-0.37,23.636,10.748,2
3996,0.041,0.037,3.488,-0.86,-1.039,15.149,14.918,2
3997,0.028,0.049,1.145,-0.968,-1.099,22.791,18.01,2
3998,0.115,0.077,8.169,-0.262,-0.291,33.988,37.444,0
3999,0.047,0.035,3.106,-1.175,-0.394,14.893,14.435,2
4000,0.06,0.031,3.139,-0.788,-0.391,13.298,20.263,2
4001,0.16,0.101,8.274,0.134,0.495,20.511,25.272,0
4002,0.067,0.049,5.087,-1.158,-0.148,12.642,18.341,2
4003,0.035,0.03,6.694,-1.265,-0.482,13.44,19.321,2
4004,0.052,0.077,5.847,-0.586,0.337,16.597,18.436,2
4005,0.063,0.044,5.149,-0.79,-0.697,18.896,27.762,2
4006,0.032,0.032,3.046,-1.418,-0.615,13.273,20.449,2
4007,0.053,0.048,2.522,-1.359,-0.657,12.324,14.377,2
4008,0.019,0.026,1.101,-1.738,-0.726,20.481,10.302,2
4009,0.098,0.078,10.209,-0.37,-0.625,18.756,16.84,2
4010,0.069,0.049,9.547,-0.606,0.367,32.819,18.97,2
4011,0.124,0.096,14.635,-0.36,-0.704,18.359,9.98,2
4012,0.073,0.057,5.648,-0.834,-0.854,18.917,24.763,2
4013,0.074,0.055,5.606,-0.092,-0.008,17.028,17.593,2
4014,0.027,0.027,0.792,-1.353,-0.489,15.31,9.314,2
4015,0.023,0.019,2.149,-1.495,-1.029,31.169,7.35,2
4016,0.051,0.032,9.726,-1.37,-0.555,19.179,15.781,2
4017,0.066,0.041,6.146,-0.926,-0.517,15.673,12.422,2
4018,0.02,0.024,9.254,-0.952,-1.04,15.622,15.067,2
4019,0.074,0.053,9.409,-0.44,-0.278,17.149,18.628,2
4020,0.039,0.036,16.685,-0.758,0.571,16.832,19.666,2
4021,0.032,0.035,8.556,-1.369,-0.27,12.041,15.254,2
4022,0.068,0.047,5.502,-0.907,0.051,16.945,17.707,2
4023,0.035,0.042,3.701,-0.793,-0.462,15.803,16.826,2
4024,0.154,0.102,20.585,-0.064,0.802,29.228,49.851,0
4025,0.166,0.12,30.821,-0.31,-0.65,25.683,25.225,1
4026,0.199,0.127,29.156,0.262,0.861,27.24,35.243,1
4027,0.214,0.13,33.937,0.076,0.733,27.779,29.349,1
4028,0.105,0.086,23.379,-0.03,0.377,24.78,26.052,0
4029,0.154,0.116,27.294,0.179,-1.068,28.19,26.595,1
4030,0.217,0.141,38.661,0.404,0.523,31.172,31.093,1
4031,0.068,0.045,11.797,-0.798,0.03,20.963,22.569,2
4032,0.068,0.058,13.294,-0.401,-0.5,20.99,22.861,2
4033,0.038,0.026,12.645,-1.13,-0.138,18.399,19.344,2
4034,0.043,0.032,13.233,-0.906,-0.599,16.574,18.95,2
4035,0.079,0.061,12.89,-0.617,-0.231,16.572,28.225,2
4036,0.047,0.042,16.059,-0.828,-0.054,13.439,13.811,2
4037,0.052,0.053,13.01,-0.69,-0.356,15.581,17.536,2
4038,0.089,0.063,3.72,-0.238,0.86,21.855,32.141,0
4039,0.093,0.064,13.35,-0.614,-0.3,21.292,34.544,2
4040,0.064,0.051,5.8,-0.665,-0.094,19.168,25.654,2
4041,0.215,0.141,21.768,0.929,0.426,32.369,32.096,1
4042,0.165,0.11,12.102,-0.071,0.306,24.97,16.537,0
4043,0.207,0.105,16.943,0.257,0.169,32.599,20.87,1
4044,0.084,0.056,7.03,-0.604,-0.284,20.335,31.699,2
4045,0.064,0.044,6.167,-1.034,-0.055,22.126,20.939,2
4046,0.088,0.054,10.959,-0.77,0.137,23.229,22.927,2
4047,0.072,0.058,9.718,-0.528,-0.193,23.837,30.821,2
4048,0.065,0.053,9.202,-0.47,-0.194,19.537,15.85,2
4049,0.18,0.106,20.282,-0.403,0.008,31.138,25.836,0
4050,0.062,0.054,9.861,-0.592,-0.256,21.336,21.527,2
4051,0.165,0.108,9.976,0.181,-0.502,30.08,22.771,0
4052,0.074,0.069,4.743,0.2,-0.358,32.279,22.345,0
4053,0.112,0.062,10.498,-0.335,-0.132,25.284,27.279,0
4054,0.085,0.052,5.885,-0.528,-0.185,32.857,24.528,2
4055,0.037,0.047,0.922,-1.288,-0.86,19.982,13.544,2
4056,0.051,0.035,3.279,-0.586,-0.608,30.059,16.773,2
4057,0.057,0.03,1.98,-0.627,0.268,25.482,21.19,2
4058,0.026,0.021,2.666,-1.141,-0.726,13.855,17.676,2
4059,0.061,0.047,2.572,-0.767,-0.713,22.963,21.106,2
4060,0.091,0.065,17.588,-0.593,-0.164,24.006,25.291,2
4061,0.069,0.05,5.653,-0.761,-0.609,20.647,27.051,2
4062,0.041,0.043,10.398,-0.846,-0.526,27.773,13.252,2
4063,0.086,0.059,1.85,-0.096,-0.016,20.907,18.397,2
4064,0.085,0.062,16.9,-0.7,0.294,19.013,33.014,2
4065,0.041,0.044,13.657,-0.445,0.181,20.047,39.602,2
4066,0.101,0.081,11.946,0.065,0.323,18.04,23.038,0
4067,0.08,0.069,6.007,-0.478,-0.039,19.728,18.76,2
4068,0.251,0.141,29.661,0.55,0.316,22.615,17.496,1
4069,0.042,0.044,15.858,-0.599,0.167,13.811,19.172,2
4070,0.195,0.113,21.871,0.022,0.168,35.549,27.223,1
4071,0.067,0.044,5.047,-0.913,-0.237,18.085,37.92,2
4072,0.044,0.038,6.489,-0.839,-0.111,15.333,18.196,2
4073,0.178,0.119,9.781,-0.252,-0.076,23.002,22.363,0
4074,0.087,0.083,10.747,-0.424,0.023,17.073,22.336,2
4075,0.101,0.105,8.874,-0.337,0.181,21.386,29.047,0
4076,0.071,0.068,11.344,-0.672,-1.068,26.271,14.46,2
4077,0.074,0.063,6.569,-0.563,0.13,20.633,26.353,2
4078,0.14,0.093,8.612,0.153,-0.018,21.271,28.262,0
4079,0.119,0.074,7.171,-0.23,0.137,22.079,37.094,0
4080,0.046,0.036,4.483,-1.192,-0.229,21.07,25.933,2
4081,0.044,0.045,2.786,-1.385,-0.473,18.29,10.746,2
4082,0.108,0.095,6.415,-0.247,-0.85,27.317,29.413,0
4083,0.199,0.14,15.833,-0.22,-0.164,25.416,28.376,0
4084,0.201,0.12,33.828,0.207,0.333,24.926,27.714,1
4085,0.201,0.137,29.214,-0.196,0.637,30.752,26.674,1
4086,0.278,0.211,35.859,0.446,0.789,38.655,20.815,1
4087,0.09,0.063,9.749,-0.555,0.2,21.464,29.398,2
4088,0.127,0.09,23.111,0.284,0.082,30.63,27.184,0
4089,0.106,0.063,14.959,-0.72,-0.062,21.37,25.73,2
4090,0.176,0.147,29.555,-0.095,0.47,26.854,29.638,1
4091,0.04,0.027,6.749,-1.315,-0.441,15.292,15.837,2
4092,0.056,0.043,11.734,-1.392,-0.24,17.39,19.858,2
4093,0.081,0.065,14.15,-0.668,-0.618,21.658,17.393,2
4094,0.096,0.051,16.219,-1.041,-0.439,30.77,12.171,2
4095,0.073,0.066,7.416,-0.573,-0.092,22.046,17.118,2
4096,0.069,0.039,9.854,-0.862,0.046,19.392,23.907,2
4097,0.049,0.036,6.176,-0.906,-0.635,18.678,14.408,2
4098,0.184,0.103,9.012,0.43,0.73,27.049,40.716,0
4099,0.273,0.167,25.548,1.146,1.152,28.331,31.078,1
4100,0.296,0.176,33.984,0.416,1.486,29.918,33.528,1
4101,0.14,0.062,3.34,0.369,0.564,32.914,75.606,0
4102,0.201,0.109,13.348,0.183,0.338,28.164,31.073,0
4103,0.152,0.076,6.408,0.402,1.15,29.048,37.885,0
4104,0.166,0.086,11.473,0.465,1.269,29.303,37.905,0
4105,0.238,0.139,20.48,0.763,0.671,26.734,34.145,1
4106,0.259,0.165,25.504,0.796,0.742,30.1,29.438,1
4107,0.315,0.181,27.334,0.759,1.035,30.109,26.973,1
4108,0.21,0.146,20.429,0.438,1.011,29.569,41.959,1
4109,0.119,0.058,7.214,-0.292,1.303,32.895,56.306,0
4110,0.3,0.164,25.325,0.538,1.509,30.317,31.452,1
4111,0.164,0.092,4.09,0.727,1.53,33.31,44.607,0
4112,0.144,0.073,13.354,0.349,0.794,32.781,37.255,0
4113,0.265,0.182,39.023,0.484,-0.117,26.804,16.354,1
4114,0.134,0.064,10.429,-0.05,-0.653,31.154,29.333,0
4115,0.107,0.056,8.338,0.293,-0.749,27.087,15.376,2
4116,0.164,0.102,9.965,0.278,0.544,26.685,18.466,0
4117,0.098,0.062,5.419,-0.417,0.267,23.676,14.313,2
4118,0.22,0.101,15.61,0.342,1.292,36.005,40.311,1
4119,0.145,0.077,8.194,0.593,-0.294,25.438,19.651,0
4120,0.273,0.166,28.09,0.675,0.797,28.088,23.771,1
4121,0.241,0.144,22.192,0.524,1.21,26.053,32.212,1
4122,0.203,0.107,19.274,0.797,0.993,28.281,29.203,1
4123,0.08,0.039,8.298,-0.118,-0.037,33.652,77.145,0
4124,0.224,0.115,20.466,0.049,0.896,28.751,19.208,1
4125,0.128,0.085,12.526,0.238,0.945,23.542,27.091,0
4126,0.183,0.104,12.646,0.25,0.54,28.64,31.979,0
4127,0.184,0.104,17.016,0.302,0.914,27.135,32.763,0
4128,0.226,0.131,22.942,0.333,0.903,30.216,29.804,1
4129,0.097,0.056,5.217,-0.46,1.515,24.139,44.937,0
4130,0.261,0.135,25.405,0.062,0.394,27.262,25.069,1
4131,0.112,0.064,2.713,-0.349,1.913,23.131,52.187,0
4132,0.262,0.149,29.427,0.143,0.134,29.472,24.476,1
4133,0.277,0.152,28.717,0.511,1.386,29.123,20.11,1
4134,0.228,0.118,13.649,-0.017,0.992,26.729,34.722,0
4135,0.228,0.106,14.362,0.122,0.95,35.614,31.775,1
4136,0.272,0.177,29.317,0.487,1.426,32.665,23.548,1
4137,0.239,0.131,29.774,0.114,0.695,30.289,21.887,1
4138,0.252,0.165,29.383,0.608,0.79,29.158,26.551,1
4139,0.194,0.103,19.695,0.129,0.289,35.089,26.258,1
4140,0.254,0.143,39.595,-0.011,0.669,27.667,41.013,1
4141,0.286,0.214,34.048,0.6,0.966,26.068,29.933,1
4142,0.318,0.175,37.599,0.605,0.949,42.072,30.679,1
4143,0.21,0.095,19.422,0.042,1.38,31.663,26.864,1
4144,0.298,0.162,33.214,0.673,0.908,29.957,34.27,1
4145,0.304,0.171,51.439,0.696,0.309,32.797,28.219,1
4146,0.29,0.186,33.035,0.317,1.07,37.173,30.002,1
4147,0.292,0.181,37.876,0.644,0.514,27.378,21.203,1
4148,0.202,0.104,19.536,0.314,0.895,30.288,26.301,1
4149,0.276,0.149,12.836,0.752,0.615,33.835,21.976,1
4150,0.213,0.114,28.164,0.06,0.554,28.675,22.928,1
4151,0.107,0.05,5.047,-0.594,0.869,25.669,49.628,0
4152,0.258,0.156,21.131,0.518,0.533,30.152,29.211,1
4153,0.276,0.157,31.22,0.29,0.296,29.559,29.869,1
4154,0.221,0.116,30.161,0.329,1.091,27.877,32.258,1
4155,0.129,0.084,6.528,-0.273,0.335,37.294,39.084,0
4156,0.164,0.089,7.56,0.449,0.947,27.822,38.688,0
4157,0.242,0.123,24.36,0.509,0.394,30.69,31.602,1
4158,0.15,0.056,28.759,0.319,0.115,34.756,46.926,0
4159,0.167,0.088,21.587,0.616,0.886,28.82,41.661,0
4160,0.221,0.138,32.123,0.433,0.667,26.509,31.506,1
4161,0.243,0.129,24.996,0.614,0.344,38.478,28.348,1
4162,0.195,0.098,15.197,0.124,0.813,26.632,35.589,0
4163,0.24,0.121,8.844,0.107,1.19,28.817,45.232,0
4164,0.258,0.152,24.416,0.712,-0.217,33.217,26.525,1
4165,0.222,0.109,15.032,0.587,1.084,30.821,34.293,1
4166,0.137,0.055,8.695,-0.428,1.291,32.506,35.617,0
4167,0.221,0.107,25.894,0.451,0.635,30.467,32.579,1
4168,0.274,0.145,32.437,0.251,0.567,32.831,20.603,1
4169,0.281,0.15,31.377,0.13,0.853,32.786,24.867,1
4170,0.225,0.118,20.038,-0.194,-0.431,27.644,15.033,1
4171,0.099,0.06,14.544,-0.286,-0.532,24.978,22.819,2
4172,0.026,0.014,4.815,-1.108,-1.14,23.165,25.034,2
4173,0.041,0.043,3.203,-0.429,-2.181,32.221,13.687,2
4174,0.226,0.116,18.608,-0.028,-0.493,27.303,24.375,1
4175,0.06,0.032,1.874,-0.432,-0.506,24.493,23.234,2
4176,0.237,0.111,21.326,0.253,0.187,29.92,35.067,1
4177,0.265,0.13,13.473,0.402,0.297,33.013,25.179,1
4178,0.276,0.152,39.002,0.589,0.512,38.3,28.273,1
4179,0.246,0.163,22.471,0.392,0.81,26.994,42.275,1
4180,0.24,0.12,19.707,0.315,0.167,28.426,34.912,1
4181,0.262,0.161,30.768,0.79,0.513,29.377,32.368,1
4182,0.212,0.136,15.779,0.959,0.867,28.268,39.329,1
4183,0.196,0.106,12.545,0.404,0.809,29.809,34.799,0
4184,0.066,0.04,5.502,-0.435,-0.354,23.963,26.702,2
4185,0.045,0.024,3.334,-0.49,0.033,22.351,23.48,2
4186,0.06,0.039,2.813,-0.936,-0.411,21.991,32.699,2
4187,0.146,0.084,6.7,-0.169,-0.666,29.949,32.095,0
4188,0.236,0.115,30.84,-0.125,0.62,31.822,31.168,1
4189,0.205,0.113,14.003,-0.008,0.534,31.42,22.962,0
4190,0.071,0.041,3.518,-0.717,-0.11,21.026,26.546,2
4191,0.281,0.15,22.931,1.019,0.949,28.729,42.885,1
4192,0.27,0.172,22.754,0.695,0.442,29.811,26.331,1
4193,0.268,0.122,17.606,0.359,1.173,34.098,33.159,1
4194,0.182,0.096,27.331,-0.407,-0.071,36.844,28.803,1
4195,0.194,0.095,8.672,-0.177,0.571,30.574,29.454,0
4196,0.271,0.145,24.368,0.515,0.937,31.027,40.973,1
4197,0.223,0.12,19.803,0.128,0.633,31.299,37.721,1
4198,0.217,0.13,6.227,0.628,1.389,30.649,54.406,0
4199,0.056,0.03,11.276,-0.636,-0.435,31.642,49.918,2
4200,0.223,0.109,13.694,0.051,0.895,30.13,30.48,0
4201,0.261,0.17,19.634,0.813,0.598,32.346,35.611,1
4202,0.252,0.15,17.072,0.701,0.617,33.299,44.052,1
4203,0.257,0.146,13.487,0.665,1.658,27.841,37.131,1
4204,0.284,0.145,22.886,0.744,1.218,29.672,32.972,1
4205,0.179,0.085,15.278,0.012,0.312,31.823,36.599,0
4206,0.114,0.057,2.712,0.08,1.405,21.555,44.536,0
4207,0.199,0.107,15.126,0.445,1.676,28.434,34.287,0
4208,0.218,0.13,12.281,0.59,2.119,32.669,46.213,1
4209,0.172,0.09,4.194,0.374,1.293,31.478,35.169,0
4210,0.236,0.163,19.26,0.609,0.893,28.408,34.932,1
4211,0.251,0.122,17.025,0.207,0.779,32.759,34.485,1
4212,0.264,0.136,13.022,0.159,0.867,32.984,34.102,1
4213,0.192,0.114,11.588,0.358,1.521,30.651,38.304,0
4214,0.201,0.095,11.422,0.844,0.695,29.256,24.016,0
4215,0.224,0.128,31.04,1.239,0.675,32.236,32.97,1
4216,0.118,0.044,5.863,-0.259,0.748,34.692,76.669,0
4217,0.162,0.077,11.803,-0.1,1.316,30.032,39.698,0
4218,0.205,0.125,15.653,-0.146,0.529,40.413,33.794,1
4219,0.116,0.067,13.867,-0.395,0.36,36.418,54.277,0
4220,0.138,0.076,17.384,-0.087,-0.207,38.51,44.211,0
4221,0.096,0.047,9.942,-0.751,0.169,32.208,45.274,0
4222,0.153,0.078,16.202,-0.203,-0.441,42.216,32.482,0
4223,0.145,0.086,19.068,0.662,0.425,40.628,36.146,0
4224,0.179,0.097,15.028,0.176,0.52,44.426,26.464,0
4225,0.322,0.178,30.023,0.633,0.638,45.422,22.907,1
4226,0.273,0.161,27.776,0.485,0.454,43.381,31.142,1
4227,0.125,0.075,20.331,-0.486,0.54,43.507,36.357,0
4228,0.169,0.086,18.937,-0.037,0.142,43.055,32.445,0
