,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
1985,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,1859,1858,1,65.8,811,2.3,280724.8991968782,10.0,66.6,1.6,1.325555555555556,1.4,0.203561643835616,"POLYGON ((-0.0669248410720255 51.608050968533796, -0.0669355741787081 51.60771262402564, -0.0657587130835367 51.60773819871207, -0.0657566653608429 51.60749620471896, -0.065789649636419 51.606779626124485, -0.0643345967009002 51.606641399105854, -0.0642531530697745 51.606174713715305, -0.0636319668703612 51.606129450735814, -0.0636670616118046 51.60432470129988, -0.0642958142055478 51.603844137373954, -0.064669136714645 51.603790205937564, -0.0645421467171801 51.60238560996929, -0.065472323342468 51.60240094502496, -0.0654748317215489 51.60209628543067, -0.0663763934556728 51.60184825579178, -0.0663326489612202 51.60238814452235, -0.0668595812491755 51.60238877621964, -0.067134490850193 51.60196013645518, -0.0671873699366731 51.60237367173368, -0.0678220228702267 51.60234073255457, -0.0682617084161505 51.60269583457453, -0.0679718742903402 51.603407826691964, -0.0688987344495053 51.60400691572718, -0.0697801491115803 51.60383872320714, -0.0698867662728024 51.604145186175586, -0.0706168852206802 51.6042838580585, -0.0709199128021758 51.60404712144679, -0.071027970184296 51.605381139677135, -0.0714082853412424 51.606860075511705, -0.0713584214429342 51.60714691595457, -0.0711399416188843 51.6079095282514, -0.0708070087425335 51.60871140850237, -0.0681212868366648 51.60878824714552, -0.0665829404687186 51.60875756728597, -0.0660494402576589 51.608638899420654, -0.0655997819782598 51.6085901874072, -0.0661059077304276 51.608115605144434, -0.0669248410720255 51.608050968533796))",3.562206284019998e-05,1985,E01002034,Haringey,16,1,51.421,0.296,0.195,41.633,0.676,1.799,36.626,42.882,1
1986,E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,1619,1618,1,94.4,637,2.5,170398.93923196572,5.0,50.6,3.0,2.0,3.0,0.757808219178082,"POLYGON ((-0.0610473849569055 51.60781333789914, -0.0610105768956396 51.60736581305568, -0.0609681586753093 51.60602873208102, -0.0592274445304842 51.6057869306147, -0.0598244713484771 51.6051815627759, -0.0605402001672797 51.60546952348869, -0.061282481295079 51.60533678284828, -0.0612579332133123 51.605107905596945, -0.0610863029370914 51.60484001734535, -0.0590576360750833 51.6043391306652, -0.0592255970310322 51.60381056053931, -0.0597878691593983 51.603817275681834, -0.0601937253443436 51.603822122536236, -0.060203968604309 51.60313657047889, -0.0606118887916234 51.60314909364345, -0.0632991303897978 51.603221153455145, -0.064295814208876 51.60384413737614, -0.0636670616115785 51.60432470129982, -0.0636319668704379 51.606129450735985, -0.0642531530659744 51.60617471371361, -0.0643345967012103 51.60664139910589, -0.0657896496373675 51.606779626123824, -0.0657566653596748 51.60749620471737, -0.0657587130812295 51.607738198713534, -0.0669355741771526 51.607712624026725, -0.0669248410706358 51.60805096853372, -0.066105907731687 51.60811560514597, -0.0655997819810875 51.60859018740951, -0.0629005603642947 51.608608835510225, -0.0619027927111506 51.6086081825675, -0.0611264009837626 51.608630844657114, -0.0610473849569055 51.60781333789914))",2.9342905669110133e-05,1986,E01002036,Haringey,8,1,55.03,0.31,0.26,35.368,0.843,1.261,41.95,36.289,1
1987,E01002037,Haringey 002B,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,1832,1728,104,23.0,697,2.5,795584.2365560406,4.0,23.75,2.5,2.9425,2.0,0.184931506849315,"POLYGON ((-0.0414512487835551 51.605630758491436, -0.0463743774747036 51.59988521909782, -0.0502973146301889 51.59685031631663, -0.0509887843920016 51.59716122441985, -0.0504143562922196 51.59786813404504, -0.050533795876764 51.5988300669678, -0.0482703772520024 51.6016727100587, -0.0521833393855919 51.60172268696919, -0.0532325331251438 51.602133650527506, -0.0549151870018775 51.60227168795904, -0.0546785318348069 51.60341854308051, -0.0546205857224686 51.603760340176265, -0.0545866809590352 51.60397481547141, -0.0558636097355838 51.60397978691337, -0.0565324299795071 51.60452790323529, -0.057323873911121 51.60437059792908, -0.0574796986767353 51.603718128755176, -0.0582216651211112 51.60373040609053, -0.0582096589813695 51.604218283246475, -0.059057636076095 51.60433913066565, -0.0610863029418231 51.60484001734434, -0.0612579332138329 51.60510790559506, -0.0612824812953172 51.605336782850074, -0.0605402001680894 51.605469523489134, -0.0598244713516124 51.605181562775186, -0.059227444534213 51.605786930615054, -0.0609681586707124 51.60602873208354, -0.0610105768903032 51.607365813055594, -0.0610473849565871 51.607813337900076, -0.0611264009872843 51.60863084465612, -0.0577301566533129 51.60875872585558, -0.0551597923520665 51.608836430314845, -0.0544894119443771 51.608855445486874, -0.0543911743416156 51.6088621981475, -0.0529457265589209 51.60853210779355, -0.0529238283409956 51.60808394603814, -0.0493032439008996 51.60715512029107, -0.0414512487835551 51.605630758491436))",5.027751702717707e-06,1987,E01002037,Haringey,91,1,44.897,0.289,0.184,35.874,0.009,1.067,47.279,30.593,1
1988,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,1653,1653,0,119.1,692,2.4,142039.66231196476,13.0,51.30769230769231,4.615384615384615,0.526,1.307692307692308,0.219388830347734,"POLYGON ((-0.0613777087339632 51.60243230247512, -0.0613418260597004 51.60206916007786, -0.0613978937564215 51.60205162460369, -0.0628620261595777 51.60216593911685, -0.0633585406709167 51.60191348589147, -0.063935639107369 51.60103606093523, -0.0641947063445263 51.601033014215986, -0.0646071033218622 51.601028125057546, -0.066963179885469 51.60086779626689, -0.0678550608608376 51.60075452801377, -0.0679165063939722 51.600190398625635, -0.0680657105513322 51.59865125700682, -0.0680622549194259 51.59859488925116, -0.0695101775390041 51.59863191499665, -0.0705977600454655 51.59867568814971, -0.070331128621619 51.60016209443693, -0.0690751858790459 51.600315110246044, -0.0689258085251064 51.59959790401587, -0.0683950917929822 51.59989751374336, -0.0683910526026897 51.6008726538296, -0.070335538781969 51.60083910202897, -0.070727599800487 51.60124648539957, -0.070886729282084 51.60212074079251, -0.0702919059757228 51.60265918844128, -0.0697925719396048 51.6026114379134, -0.0696752005022329 51.60222734577066, -0.067822022866992 51.60234073255422, -0.06718736993654 51.60237367173452, -0.0671344908528102 51.60196013645327, -0.0668595812499443 51.602388776219364, -0.0663326489623751 51.60238814452267, -0.0663763934558223 51.6018482557929, -0.065474831726605 51.60209628543076, -0.0654723233378795 51.602400945027455, -0.0645421467132054 51.602385609971805, -0.0646691367170067 51.60379020593907, -0.0642958142081541 51.60384413737553, -0.0632991303918312 51.60322115345633, -0.0606118887918607 51.603149093643566, -0.0606261861004223 51.60244686451036, -0.0613777087339632 51.60243230247512))",9.152373209285602e-05,1988,E01002038,Haringey,54,1,46.599,0.267,0.179,49.07,0.784,1.133,39.692,31.968,1
1989,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,1610,1610,0,213.2,639,2.5,74767.46485374378,5.0,55.0,3.4,1.346,1.8,0.379178082191781,"POLYGON ((-0.0565324299844177 51.60452790323434, -0.05586360973916 51.603979786915275, -0.0545866809561861 51.60397481546908, -0.0546205857239437 51.603760340173295, -0.0546785318376186 51.603418543080444, -0.0549151870030029 51.60227168796068, -0.0554120365242466 51.60225920214038, -0.0576562733205219 51.602334671192025, -0.0590399313087473 51.602427612424755, -0.0606261861001627 51.60244686451086, -0.0606118887896863 51.60314909364403, -0.0602039686019843 51.603136570479045, -0.0601937253423549 51.60382212253794, -0.059787869161731 51.6038172756809, -0.059225597030141 51.60381056053971, -0.0590576360748447 51.60433913066453, -0.0582096589782188 51.60421828324863, -0.0582216651273519 51.6037304060904, -0.0574796986778874 51.60371812875496, -0.057323873907535 51.60437059792902, -0.0565324299844177 51.60452790323434))",6.687400742797338e-05,1989,E01002039,Haringey,7,1,55.411,0.37,0.251,42.514,0.608,1.243,38.443,21.866,1
1990,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,2062,2043,19,139.2,740,2.8,148249.99336556726,5.0,41.6,3.0,0.9125,1.6,0.750684931506849,"POLYGON ((-0.0554120365235485 51.602259202140196, -0.0563062087367402 51.60023884318995, -0.0573936666865836 51.59981959657446, -0.0580137040926849 51.59970991569221, -0.0585225906115948 51.599711437481666, -0.0605010645355672 51.59966854859874, -0.0611183791824307 51.59953679277114, -0.0611163843428003 51.599072747758115, -0.0621017098863318 51.598992405792316, -0.062574520844087 51.598953846390785, -0.0626589795767692 51.60033155752029, -0.062751881703183 51.60036556281003, -0.0624544491214778 51.60105357750855, -0.0639356391080825 51.60103606093411, -0.0633585406679834 51.601913485892226, -0.0628620261636702 51.60216593911648, -0.0613978937525631 51.6020516246026, -0.0613418260581023 51.60206916007815, -0.0613777087318457 51.602432302476565, -0.0606261860996674 51.60244686450987, -0.0590399313057904 51.602427612423114, -0.0576562733211917 51.6023346711915, -0.0554120365235485 51.602259202140196))",3.37268143255196e-05,1990,E01002040,Haringey,62,1,46.352,0.275,0.2,30.884,0.538,1.263,42.425,32.771,1
1991,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,1886,1877,9,148.3,736,2.6,126750.99593235778,5.0,38.2,11.2,0.11,1.2,0.15013698630137,"POLYGON ((-0.070886729283556 51.602120740791676, -0.0707275997992498 51.60124648539718, -0.0703355387814784 51.60083910202761, -0.068391052601752 51.60087265383056, -0.0683950917916546 51.59989751374432, -0.0689258085237203 51.5995979040171, -0.069075185879988 51.60031511024441, -0.0703311286222478 51.60016209443645, -0.070597760048049 51.59867568814868, -0.0709084816854603 51.59868819649669, -0.0720256950633985 51.59870369448517, -0.0726763469763534 51.601106826678794, -0.0729934978886692 51.601999311638714, -0.0736131792800153 51.60193570084683, -0.0754010512100601 51.60166632870869, -0.0756426449588257 51.602185252279675, -0.073520899973028 51.60411387803985, -0.0734797204750047 51.604164908786174, -0.0730479272488583 51.60442297236587, -0.0727965046043338 51.603843650624945, -0.072700862095986 51.603815363574604, -0.0697964274540744 51.603327877156225, -0.0702919059756028 51.60265918844344, -0.070886729283556 51.602120740791676))",3.944742179910217e-05,1991,E01002041,Haringey,396,1,37.972,0.262,0.159,30.325,0.134,0.895,34.345,34.325,1
1995,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,2199,2199,0,157.9,803,2.7,134878.2113448793,11.0,40.09090909090909,3.909090909090909,0.814285714285714,1.818181818181818,0.079452054794521,"POLYGON ((-0.0875125849397347 51.58372682859779, -0.0873492955106697 51.58334476600957, -0.0861216530786172 51.58341698699039, -0.0856679647792606 51.583533467371566, -0.0845631278956211 51.5833532781606, -0.0845209294169373 51.58367023958995, -0.0841172631413837 51.58365840751739, -0.0798919319033346 51.58302288630333, -0.0795216972494599 51.58290949371941, -0.0798224811486417 51.582526605896355, -0.0798859016643326 51.582445865968054, -0.0802900391279941 51.581957189836885, -0.0807567753382501 51.581610475307855, -0.0817093469981844 51.582159187663585, -0.0826096115607128 51.58216422446306, -0.0841166299111418 51.58198376420617, -0.0842753565972504 51.58142031494386, -0.0836521608491419 51.58131992724787, -0.0839519118234483 51.580726489208374, -0.0848917876704394 51.58101668641996, -0.0852917248718741 51.58104422793379, -0.0862166412617307 51.58110475428232, -0.0880252102053656 51.581341466383336, -0.0901600833630758 51.581602705248855, -0.0898210351056776 51.582432515539004, -0.087768905151184 51.58325321751956, -0.0875125849397347 51.58372682859779))",8.155505541123577e-05,1995,E01002045,Haringey,1378,3,28.261,0.192,0.118,17.388,-0.23,0.516,39.075,29.979,1
1996,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,1725,1686,39,101.8,676,2.5,169505.62759894796,11.0,50.27272727272727,4.181818181818182,0.588333333333333,1.636363636363636,0.180323785803238,"POLYGON ((-0.0817093469974212 51.58215918766432, -0.0807567753379926 51.58161047531023, -0.0802900391258176 51.58195718983643, -0.0780730905969245 51.58111061673992, -0.0783418405029736 51.5808106672277, -0.0778942253251705 51.58066877292102, -0.0772163202373735 51.580958223314425, -0.0754622040693703 51.581691060938, -0.0757259821548582 51.57997281224942, -0.0758585481025225 51.57995752255085, -0.0808053374142802 51.579471966611145, -0.0824083913694182 51.57935269249793, -0.0850180721215526 51.579158464043076, -0.0866800783588806 51.57902848438674, -0.0870449052899366 51.57899914566074, -0.0863748721500798 51.580699112162634, -0.0862166412646895 51.58110475428293, -0.085291724873707 51.58104422793174, -0.0848917876679469 51.58101668642029, -0.0839519118224672 51.580726489207805, -0.0836521608501943 51.58131992725012, -0.0842753565957677 51.581420314944474, -0.0841166299113196 51.581983764207884, -0.0826096115612059 51.58216422446511, -0.0817093469974212 51.58215918766432))",6.489460058533344e-05,1996,E01002046,Haringey,949,2,31.66,0.203,0.129,19.599,0.196,0.897,34.958,32.164,1
1999,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,1881,1881,0,150.6,705,2.7,127562.45812446246,13.0,58.84615384615385,2.461538461538462,0.464444444444444,2.153846153846154,0.473972602739726,"POLYGON ((-0.0843840865960382 51.58469821977139, -0.0845209294165067 51.58367023958931, -0.0845631278992211 51.58335327816247, -0.0856679647770341 51.58353346737231, -0.0861216530783052 51.58341698699039, -0.0873492955109087 51.58334476601025, -0.0875125849407845 51.583726828597946, -0.0877689051528445 51.583253217519996, -0.0898210351049558 51.58243251554048, -0.0910158731317086 51.583586834619254, -0.0905810617068079 51.58379283729466, -0.0903125679124063 51.58393257273013, -0.0893087656744344 51.58601695504947, -0.0885752031470123 51.58606846035588, -0.0886603451782625 51.58649901253579, -0.0886185825230659 51.58650592199663, -0.0842569897909184 51.58567038962019, -0.0842999316203047 51.58532075285613, -0.0843840865960382 51.58469821977139))",0.00010191086148023209,1999,E01002049,Haringey,983,3,31.408,0.218,0.126,21.923,0.084,0.904,35.666,24.749,1
2000,E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,1895,1895,0,174.0,467,4.1,109570.20508601423,10.0,329.4,4.8,0.3,1.1,0.408219178082192,"POLYGON ((-0.065303711326963 51.580888936724065, -0.066920690792896 51.57930196965298, -0.0664424311303658 51.5782840253401, -0.0663063486777691 51.578031980217105, -0.0671771776484717 51.57787403050083, -0.0669265143353581 51.57699474200367, -0.0685172055654264 51.576741097386794, -0.0686639899764124 51.57705818799804, -0.06915811106354 51.57696794144391, -0.0696247899487024 51.578045727022754, -0.0697467226286115 51.57831060153643, -0.0700930131209211 51.57908756583863, -0.0705054056992095 51.579027290255105, -0.0708362638721774 51.5798156616896, -0.0708981796462712 51.5800890622602, -0.0701851246057475 51.58019958219875, -0.0700110111549919 51.57995201492784, -0.0681968615258544 51.580269598570915, -0.0682247075397541 51.58052918482158, -0.0688569646763822 51.58043591664716, -0.0687143368375492 51.580964180767886, -0.0678921177110812 51.58112194433017, -0.0651057744374304 51.58168222005312, -0.0648924675149835 51.5810924996159, -0.0653637259517821 51.58101502083517, -0.065303711326963 51.580888936724065))",9.126568661754216e-05,2000,E01002050,Haringey,2010,5,23.366,0.104,0.08,39.579,-0.296,0.22,35.597,32.022,1
2001,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,1683,1678,5,137.4,667,2.5,124338.58378443273,17.0,54.1764705882353,7.882352941176471,0.955,4.058823529411764,0.354552780016116,"POLYGON ((-0.0687143368388222 51.580964180769016, -0.0688569646771689 51.580435916647026, -0.068224707541706 51.58052918482199, -0.0681968615266208 51.580269598571235, -0.0700110111584015 51.57995201492722, -0.0701851246044098 51.58019958219791, -0.0708981796444545 51.58008906225846, -0.0708362638707821 51.57981566168939, -0.0705054057011598 51.57902729025581, -0.0700930131187073 51.57908756583897, -0.0697467226280028 51.578310601535115, -0.0726923401520366 51.57783929575122, -0.072277875725084 51.57733390780159, -0.072371469669488 51.57699112251728, -0.0728840060737427 51.57691228653737, -0.0729860806356656 51.57722870023629, -0.0739711882105185 51.57682463573893, -0.0751880055845696 51.57717195511248, -0.0757623658672906 51.57737094558604, -0.0751753535433188 51.57747140449222, -0.0753100718220551 51.57795704167654, -0.0758585480997915 51.57995752255054, -0.0757259821552747 51.579972812247846, -0.0731901056143358 51.58026576769933, -0.0727096711571763 51.58032013330138, -0.0695182878856683 51.58080684833796, -0.0687143368388222 51.580964180769016))",0.00013672344884893575,2001,E01002051,Haringey,492,2,36.525,0.201,0.142,30.646,0.195,1.282,36.824,35.717,1
2002,E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,2020,2020,0,94.4,526,3.8,218547.04339161864,4.0,48.75,2.75,0.55,1.0,0.251369863013699,"POLYGON ((-0.0666359129047955 51.576631342342345, -0.0667517076043382 51.57634690172178, -0.0672303407711621 51.57629131705009, -0.067297322489866 51.57660458611098, -0.068886216698997 51.57636266017533, -0.0690052593849882 51.57661515929707, -0.0685172055679238 51.57674109738834, -0.0669265143359441 51.57699474200449, -0.0671771776525162 51.57787403050271, -0.0663063486784039 51.578031980216124, -0.0664424311334354 51.57828402533815, -0.0669206907914471 51.57930196965561, -0.0653037113291113 51.580888936724364, -0.0653637259533274 51.5810150208378, -0.0648924675173198 51.58109249961678, -0.0651057744369298 51.58168222005157, -0.0632111993154822 51.58222680160339, -0.060860833701781 51.58381390374818, -0.0603670689209855 51.584317650955526, -0.0597622883468038 51.58150887988408, -0.0610400485703574 51.58082542721574, -0.062212050928907 51.579650221737104, -0.062001978508651 51.57878811194749, -0.061185564750434 51.577784352767864, -0.0622214889611863 51.577569690916285, -0.0645230815267317 51.57704568849877, -0.0653630681416119 51.57685210987145, -0.0666359129047955 51.576631342342345))",1.830269555663731e-05,2002,E01002052,Haringey,1399,3,28.141,0.132,0.123,45.616,-0.592,0.379,38.886,25.428,1
